provider_id,provider_name,city,state,latitude,longitude
310069,South Jersey Healthcare-Elmer Hospital,Elmer,NJ,39.59,-75.18
50696,Keck Hospital Of Usc,Los Angeles,CA,34.06,-118.20
60049,Yampa Valley Medical Center,Steamboat Springs,CO,40.46,-106.82
50055,California Pacific Medical Ctr - St. Luke's Campus,San Francisco,CA,37.75,-122.42
50056,Antelope Valley Hospital Med Center,Lancaster,CA,34.69,-118.16
60054,Community Hospital,Grand Junction,CO,39.09,-108.55
140184,Heartland Regional Medical Center,Marion,IL,37.73,-88.93
110194,Donalsonville Hospital Inc,Donalsonville,GA,31.05,-84.88
60064,Centura Health-Porter Adventist Hospital,Denver,CO,39.67,-104.97
60065,North Suburban Medical Center,Thornton,CO,39.86,-104.98
60071,Delta County Memorial Hospital,Delta,CO,38.75,-108.05
110105,Colquitt Regional Medical Center,Moultrie,GA,31.13,-83.78
140052,Saint Anthony's Health Center,Alton,IL,38.91,-90.17
60075,Valley View Hospital Association,Glenwood Springs,CO,39.53,-107.32
50057,Kaweah Delta Medical Center,Visalia,CA,36.33,-119.30
60076,Sterling Regional Medcenter,Sterling,CO,40.61,-103.22
60100,"Medical Center Of Aurora, The",Aurora,CO,39.69,-104.83
60103,Centura Health-Avista Adventist Hospital,Louisville,CO,39.95,-105.15
60104,Centura Health-St Anthony North Hospital,Westminster,CO,39.85,-105.02
140210,Harrisburg Medical Center,Harrisburg,IL,37.74,-88.53
110073,Dorminy Medical Center,Fitzgerald,GA,31.70,-83.26
300019,Cheshire Medical Center,Keene,NH,42.95,-72.29
60113,Centura Health-Littleton Adventist Hospital,Littleton,CO,39.58,-104.99
300020,Southern Nh Medical Center,Nashua,NH,42.76,-71.46
310096,"Saint Michael's Medical Center, Inc",Newark,NJ,40.74,-74.17
60114,Parker Adventist Hospital,Parker,CO,39.55,-104.77
300023,Exeter Hospital Inc,Exeter,NH,42.98,-70.94
50058,Glendale Mem Hospital & Hlth Center,Glendale,CA,34.13,-118.26
50060,Community Regional Medical Center,Fresno,CA,36.74,-119.78
320009,Lovelace Medical Center,Albuquerque,NM,35.09,-106.64
300029,Portsmouth Regional Hospital,Portsmouth,NH,43.06,-70.79
10008,Crenshaw Community Hospital,Luverne,AL,31.72,-86.26
50045,El Centro Regional Medical Center,El Centro,CA,32.78,-115.57
100051,South Lake Hospital,Clermont,FL,28.55,-81.77
50046,Ojai Valley Community Hospital,Ojai,CA,34.44,-119.26
60001,North Colorado Medical Center,Greeley,CO,40.41,-104.71
50047,California Pacific Medical Ctr-Pacific Campus Hosp,San Francisco,CA,37.79,-122.43
60003,Longmont United Hospital,Longmont,CO,40.18,-105.13
60004,Platte Valley Medical Center,Brighton,CO,39.96,-104.77
60006,Montrose Memorial Hospital,Montrose,CO,38.48,-107.87
60008,San Luis Valley Regional Medical Center,Alamosa,CO,37.47,-105.88
60009,Exempla Lutheran Medical Center,Wheat Ridge,CO,39.77,-105.09
60010,Poudre Valley Hospital,Fort Collins,CO,40.57,-105.06
60011,Denver Health Medical Center,Denver,CO,39.73,-104.99
60012,Centura Health-St Mary Corwin Medical Center,Pueblo,CO,38.23,-104.62
50054,San Gorgonio Memorial Hospital,Banning,CA,33.93,-116.95
60013,Mercy Regional Medical Center,Durango,CO,37.24,-107.83
60014,Presbyterian/St Luke's Medical Center,Denver,CO,39.75,-104.97
60015,Centura Health-St Anthony Hospital,Lakewood,CO,39.72,-105.13
60016,Centura Health-St Thomas More Hospital,Canon City,CO,38.46,-105.23
60020,Parkview Medical Center Inc,Pueblo,CO,38.28,-104.61
60022,Memorial Hospital Central,Colorado Springs,CO,38.84,-104.80
60023,St Marys Hospital And Medical Center,Grand Junction,CO,39.09,-108.56
60024,University Of Colorado Hospital Anschutz Inpatient,Aurora,CO,39.74,-104.84
60027,Boulder Community Hospital,Boulder,CO,40.03,-105.28
60028,Exempla Saint Joseph Hospital,Denver,CO,39.75,-104.97
60030,Mckee Medical Center,Loveland,CO,40.41,-105.05
60031,Centura Health-Penrose St Francis Health Services,Colorado Springs,CO,38.89,-104.82
60032,Rose Medical Center,Denver,CO,39.73,-104.93
60034,Swedish Medical Center,Englewood,CO,39.65,-104.98
60036,Arkansas Valley Regional Medical Center,La Junta,CO,37.98,-103.55
60044,Colorado Plains Medical Center,Fort Morgan,CO,40.26,-103.80
140286,Kishwaukee Community Hospital,Dekalb,IL,41.93,-88.75
110032,Stephens County Hospital,Toccoa,GA,34.59,-83.35
50063,Hollywood Presbyterian Medical Center,Los Angeles,CA,34.10,-118.29
50067,Oak Valley District Hospital,Oakdale,CA,37.76,-120.86
50069,St Joseph Hospital,Orange,CA,33.78,-117.86
150012,Saint Joseph Regional Medical Center,Mishawaka,IN,41.70,-86.18
150018,Elkhart General Hospital,Elkhart,IN,41.71,-85.93
110190,Flint River Hospital,Montezuma,GA,32.29,-84.03
110135,Taylor Regional Hospital,Hawkinsville,GA,32.30,-83.48
110150,Oconee Regional Medical Center,Milledgeville,GA,33.09,-83.25
70001,Hospital Of St Raphael,New Haven,CT,41.31,-72.94
70002,St Francis Hospital & Medical Center,Hartford,CT,41.78,-72.70
70003,Day Kimball Hospital,Putnam,CT,41.91,-71.91
70004,Sharon Hospital,Sharon,CT,41.88,-73.48
70005,Waterbury Hospital,Waterbury,CT,41.56,-73.06
70006,Stamford Hospital,Stamford,CT,41.06,-73.55
70007,Lawrence & Memorial Hospital,New London,CT,41.34,-72.10
310074,Libertyhealth-Jersey City Medical Center Campus,Jersey City,NJ,40.72,-74.05
10109,Pickens County Medical Center,Carrollton,AL,33.26,-88.10
70008,Johnson Memorial Hospital,Stafford Springs,CT,41.98,-72.39
70010,Bridgeport Hospital,Bridgeport,CT,41.19,-73.17
70011,Charlotte Hungerford Hospital,Torrington,CT,41.79,-73.13
70012,Rockville General Hospital,Rockville,CT,41.87,-72.45
70015,New Milford Hospital,New Milford,CT,41.58,-73.41
110041,Habersham County Medical Ctr,Demorest,GA,34.58,-83.53
70016,Saint Marys Hospital,Waterbury,CT,41.55,-73.04
70017,Midstate Medical Center,Meriden,CT,41.55,-72.80
70018,Greenwich Hospital Association,Greenwich,CT,41.03,-73.63
70019,"Milford Hospital, Inc",Milford,CT,41.22,-73.07
70020,Middlesex Hospital,Middletown,CT,41.55,-72.65
70021,Windham Comm Mem Hosp & Hatch Hosp,Willimantic,CT,41.72,-72.22
10125,Lakeland Community Hospital,Haleyville,AL,34.25,-87.58
70022,Yale-New Haven Hospital,New Haven,CT,41.30,-72.94
30071,Fort Defiance Indian Hospital,Fort Defiance,AZ,35.76,-109.05
70024,William W Backus Hospital,Norwich,CT,41.54,-72.09
180018,St Claire Regional Medical Center,Morehead,KY,38.18,-83.43
70025,Hartford Hospital,Hartford,CT,41.75,-72.68
70027,Manchester Memorial Hospital,Manchester,CT,41.78,-72.53
70028,St Vincent's Medical Center,Bridgeport,CT,41.20,-73.20
320038,Rehoboth Mckinley Christian Health Ser,Gallup,NM,35.51,-108.73
70033,Danbury Hospital,Danbury,CT,41.40,-73.45
70034,Norwalk Hospital Association,Norwalk,CT,41.11,-73.42
70035,"Hospital Of Central Connecticut, The",New Britain,CT,41.66,-72.79
30084,Chinle Comprehensive Health Care Facility,Chinle,AZ,36.11,-109.55
70036,John Dempsey Hospital,Farmington,CT,41.74,-72.79
70039,Masonic Home And Hospital,Wallingford,CT,41.46,-72.84
30073,Tuba City Regional Health Care Corporation,Tuba City,AZ,36.14,-111.24
180053,Fleming County Hospital,Flemingsburg,KY,38.42,-83.73
50077,Scripps Mercy Hospital,San Diego,CA,32.75,-117.16
80001,"Christiana Care Health Services, Inc.",Newark,DE,39.69,-75.67
80004,Bayhealth - Kent General Hospital,Dover,DE,39.15,-75.52
80006,Nanticoke Memorial Hospital,Seaford,DE,38.64,-75.61
80007,Beebe Medical Center,Lewes,DE,38.77,-75.14
90001,George Washington Univ Hospital,Washington,DC,38.90,-77.05
90003,Howard University Hospital,Washington,DC,38.92,-77.02
90004,Georgetown University Hospital,Washington,DC,38.91,-77.07
90005,Sibley Memorial Hospital,Washington,DC,38.94,-77.11
90006,Providence Hospital,Washington,DC,38.94,-76.99
90008,United Medical Center,Washington,DC,38.84,-76.98
90011,Washington Hospital Center,Washington,DC,38.93,-77.01
100001,Shands Jacksonville Medical Center,Jacksonville,FL,30.35,-81.66
100002,Bethesda Memorial Hospital,Boynton Beach,FL,26.50,-80.07
100006,Orlando Health,Orlando,FL,28.53,-81.38
50078,Providence Little Co Of Mary Med Ctr San Pedro,San Pedro,CA,33.74,-118.31
100007,Florida Hospital,Orlando,FL,28.58,-81.37
100008,Baptist Hospital Of Miami Inc,Miami,FL,25.68,-80.34
100009,University Of Miami Hospital,Miami,FL,25.79,-80.21
180002,Whitesburg Arh Hospital,Whitesburg,KY,37.11,-82.81
190015,"North Oaks Medical Center, Llc",Hammond,LA,30.50,-90.46
100012,Lee Memorial Hospital,Fort Myers,FL,26.63,-81.87
100014,Bert Fish Medical Center,New Smyrna Beach,FL,29.02,-80.92
100017,Halifax Health Medical Center,Daytona Beach,FL,29.20,-81.06
100018,Naples Community Hospital,Naples,FL,26.15,-81.80
50280,Mercy Medical Center Redding,Redding,CA,40.57,-122.40
100019,Holmes Regional Medical Center,Melbourne,FL,28.09,-80.61
180019,Meadowview Regional Medical Center,Maysville,KY,38.64,-83.81
100022,Jackson Memorial Hospital,Miami,FL,25.79,-80.21
100023,Citrus Memorial Hospital,Inverness,FL,28.83,-82.34
310119,Umdnj University Hospital,Newark,NJ,40.74,-74.19
100025,Sacred Heart Hospital,Pensacola,FL,30.48,-87.21
50079,Doctors Medical Center-San Pablo,San Pablo,CA,37.95,-122.34
100026,Bay Medical Center Sacred Heart Health System,Panama City,FL,30.16,-85.65
100028,Parrish Medical Center,Titusville,FL,28.63,-80.82
100029,North Shore Medical Center,Miami,FL,25.86,-80.21
100030,Health Central,Ocoee,FL,28.55,-81.53
190145,Lasalle General Hospital,Jena,LA,31.68,-92.13
100032,Bayfront Medical Center Inc,Saint Petersburg,FL,27.76,-82.64
100034,Mount Sinai Medical Center,Miami Beach,FL,25.81,-80.14
100035,Manatee Memorial Hospital,Bradenton,FL,27.50,-82.56
100038,Memorial Regional Hospital,Hollywood,FL,26.02,-80.18
180029,Hazard Arh Regional Medical Center,Hazard,KY,37.28,-83.23
100039,Broward Health Medical Center,Fort Lauderdale,FL,26.10,-80.14
100040,St Vincent's Medical Center,Jacksonville,FL,30.31,-81.69
100043,Mease Hospital Dunedin,Dunedin,FL,28.01,-82.78
100044,Martin Memorial Medical Center,Stuart,FL,27.20,-80.24
190177,Lakeview Regional Medical Center,Covington,LA,30.48,-90.10
100045,Florida Hospital Deland,Deland,FL,29.04,-81.32
100046,Florida Hospital Zephyrhills,Zephyrhills,FL,28.26,-82.19
100047,Charlotte Regional Medical Center,Punta Gorda,FL,26.94,-82.04
20018,Yukon Kuskokwim Delta Reg Hospital,Bethel,AK,60.79,-161.77
100048,Jay Hospital,Jay,FL,30.95,-87.15
180043,Memorial Hospital,Manchester,KY,37.16,-83.76
100049,Highlands Regional Medical Center,Sebring,FL,27.47,-81.43
50082,St Johns Regional Medical Center,Oxnard,CA,34.22,-119.16
100050,Palm Springs General Hospital,Hialeah,FL,25.87,-80.31
100052,Winter Haven Hospital,Winter Haven,FL,28.03,-81.72
100053,Hialeah Hospital,Hialeah,FL,25.85,-80.27
100054,Twin Cities Hospital,Niceville,FL,30.53,-86.50
50084,St Josephs Med Center Of Stockton,Stockton,CA,37.97,-121.29
100055,Florida Hospital North Pinellas,Tarpon Springs,FL,28.13,-82.76
10001,Southeast Alabama Medical Center,Dothan,AL,31.22,-85.36
10005,Marshall Medical Center South,Boaz,AL,34.19,-86.15
50089,Community Hospital Of San Bernardino,San Bernardino,CA,34.13,-117.32
100062,Munroe Regional Medical Center,Ocala,FL,29.18,-82.14
100063,Morton Plant North Bay Hospital,New Port Richey,FL,28.25,-82.72
100067,St Anthony's Hospital,Saint Petersburg,FL,27.78,-82.65
100068,Florida Hospital Memorial Medical Center,Daytona Beach,FL,29.24,-81.11
100069,Florida Hospital Carrollwood,Tampa,FL,28.01,-82.50
10006,Eliza Coffee Memorial Hospital,Florence,AL,34.80,-87.69
310108,Jfk Medical Ctr - Anthony M. Yelencsics Community,Edison,NJ,40.56,-74.35
100070,Venice Regional Medical Center,Venice,FL,27.09,-82.44
50090,Sonoma Valley Hospital,Sonoma,CA,38.29,-122.47
100071,Brooksville Regional Hospital,Brooksville,FL,28.54,-82.44
100072,Florida Hospital Fish Memorial,Orange City,FL,28.91,-81.28
100073,Holy Cross Hospital Inc,Fort Lauderdale,FL,26.19,-80.12
100075,St Joseph's Hospital,Tampa,FL,27.98,-82.49
100076,Metropolitan Hospital Of Miami,Miami,FL,25.78,-80.29
100077,Peace River Regional Medical Center,Port Charlotte,FL,26.99,-82.10
100080,Jfk Medical Center,Atlantis,FL,26.60,-80.09
100081,Healthmark Regional Medical Center,Defuniak Springs,FL,30.65,-86.11
100084,Leesburg Regional Medical Center,Leesburg,FL,28.81,-81.87
100086,Broward Health North,Pompano Beach,FL,26.28,-80.12
10007,Mizell Memorial Hospital,Opp,AL,31.29,-86.26
180050,Harlan Appalachian Regional Healthcare Hospital,Harlan,KY,36.81,-83.31
100087,Sarasota Memorial Hospital,Sarasota,FL,27.32,-82.53
100088,Baptist Medical Center,Jacksonville,FL,30.32,-81.66
100090,Flagler Hospital,Saint Augustine,FL,29.86,-81.32
100092,Wuesthoff Medical Center  Rockledge,Rockledge,FL,28.34,-80.72
50091,Community And Mission  Hospital Of Huntington Park,Huntington Park,CA,33.99,-118.22
100093,Baptist Hospital,Pensacola,FL,30.43,-87.23
300034,Catholic Medical Center,Manchester,NH,42.99,-71.47
100099,Lake Wales Medical Center,Lake Wales,FL,27.90,-81.57
320013,Holy Cross Hospital A Div Of Taos Health Systems,Taos,NM,36.38,-105.56
10009,Hartselle Medical Center,Hartselle,AL,34.45,-86.94
100102,Shands Lake Shore Regional Medical Center,Lake City,FL,30.19,-82.63
100105,Indian River Medical Center,Vero Beach,FL,27.66,-80.39
100106,Doctor's Memorial Hospital Inc,Perry,FL,30.12,-83.59
100107,Lehigh Regional Medical Center,Lehigh Acres,FL,26.62,-81.66
100109,Florida Hospital Heartland Medical Center,Sebring,FL,27.54,-81.51
100110,Osceola Regional Medical Center,Kissimmee,FL,28.30,-81.41
320033,Los Alamos Medical Center,Los Alamos,NM,35.88,-106.32
320011,Espanola Hospital,Espanola,NM,36.00,-106.09
100113,Shands Hospital At The University Of Florida,Gainesville,FL,29.64,-82.34
100117,Baptist Medical Center  Beaches,Jacksonville Beach,FL,30.27,-81.40
100118,Florida Hospital Flagler,Palm Coast,FL,29.48,-81.19
100121,Bartow Regional Medical Center,Bartow,FL,27.92,-81.84
100122,North Okaloosa Medical Center,Crestview,FL,30.74,-86.56
100124,Santa Rosa Medical Center,Milton,FL,30.63,-87.07
310120,Saint Clare's Hospital/Sussex,Sussex,NJ,41.21,-74.60
10010,Marshall Medical Center North,Guntersville,AL,34.36,-86.42
100125,Homestead Hospital,Homestead,FL,25.48,-80.43
100126,Palms Of Pasadena Hospital,Saint Petersburg,FL,27.75,-82.74
100127,Morton Plant Hospital,Clearwater,FL,27.95,-82.80
50093,Saint Agnes Medical Center,Fresno,CA,36.84,-119.77
100128,Tampa General Hospital,Tampa,FL,27.94,-82.46
100130,Lakeside Medical Center,Belle Glade,FL,26.72,-80.67
100131,Aventura Hospital And Medical Center,Aventura,FL,25.97,-80.15
100132,South Florida Baptist Hospital,Plant City,FL,28.02,-82.14
100135,Tallahassee Memorial Healthcare,Tallahassee,FL,30.46,-84.26
180064,Saint Joseph Mount Sterling,Mount Sterling,KY,38.13,-83.58
100137,Heart Of Florida Regional Medical Center,Davenport,FL,28.22,-81.64
50099,San Antonio Community Hospital,Upland,CA,34.10,-117.64
100139,Tri County Hospital - Williston,Williston,FL,29.38,-82.45
100140,Baptist Medical Center - Nassau,Fernandina Beach,FL,30.65,-81.45
180095,Crittenden Health System,Marion,KY,37.33,-88.09
50100,Sharp Memorial Hospital,San Diego,CA,32.80,-117.15
50101,Sutter Solano Medical Center,Vallejo,CA,38.13,-122.24
50102,Parkview Community Hospital Medical Center,Riverside,CA,33.93,-117.44
10011,St Vincent's East,Birmingham,AL,33.60,-86.67
10012,Dekalb Regional Medical Center,Fort Payne,AL,34.44,-85.76
100142,Jackson Hospital,Marianna,FL,30.79,-85.24
100150,Lower Keys Medical Center,Key West,FL,24.58,-81.74
180104,Western Baptist Hospital,Paducah,KY,37.08,-88.61
100151,Mayo Clinic,Jacksonville,FL,30.26,-81.44
100154,"South Miami Hospital, Inc",South Miami,FL,25.70,-80.29
100157,Lakeland Regional Medical Center,Lakeland,FL,28.06,-81.95
100161,Central Florida Regional Hospital,Sanford,FL,28.82,-81.28
100166,Doctors Hospital Of Sarasota,Sarasota,FL,27.30,-82.45
100167,Plantation General Hospital,Plantation,FL,26.13,-80.21
100168,Boca Raton Regional Hospital,Boca Raton,FL,26.36,-80.10
100173,Florida Hospital Tampa,Tampa,FL,28.07,-82.42
10015,Southwest Alabama Medical Center,Thomasville,AL,31.95,-87.74
100175,Desoto Memorial Hospital,Arcadia,FL,27.23,-81.85
100176,Palm Beach Gardens Medical Center,Palm Beach Gardens,FL,26.83,-80.09
50103,White Memorial Medical Center,Los Angeles,CA,34.05,-118.22
50104,Saint Francis Medical Center,Lynwood,CA,33.93,-118.20
100177,Cape Canaveral Hospital,Cocoa Beach,FL,28.36,-80.62
180127,Frankfort Regional Medical Center,Frankfort,KY,38.16,-84.90
100179,Memorial Hospital Jacksonville,Jacksonville,FL,30.29,-81.60
100180,St Petersburg General Hospital,Saint Petersburg,FL,27.81,-82.73
50107,Marian Regional Medical Center,Santa Maria,CA,34.95,-120.41
10016,Shelby Baptist Medical Center,Alabaster,AL,33.26,-86.81
100181,Larkin Community Hospital,South Miami,FL,25.71,-80.29
100183,Coral Gables Hospital,Coral Gables,FL,25.74,-80.25
50108,Sutter General Hospital,Sacramento,CA,38.57,-121.47
100187,Palmetto General Hospital,Hialeah,FL,25.89,-80.32
100189,Northwest Medical Center,Margate,FL,26.26,-80.20
100191,Medical Center Of Trinity,Trinity,FL,28.21,-82.67
100200,Broward Health Imperial Point,Fort Lauderdale,FL,26.21,-80.11
100204,North Florida Regional Medical Center,Gainesville,FL,29.66,-82.41
100206,Memorial Hospital Of Tampa,Tampa,FL,27.94,-82.49
100209,Kendall Regional Medical Center,Miami,FL,25.73,-80.39
420085,Grand Strand Reg Med Center,Myrtle Beach,SC,33.71,-78.89
100211,Pasco Regional Medical Center,Dade City,FL,28.35,-82.20
440034,Methodist Medical Center Of Oak Ridge,Oak Ridge,TN,35.99,-84.28
100212,Ocala Regional Medical Center,Ocala,FL,29.18,-82.14
100213,Blake Medical Center,Bradenton,FL,27.48,-82.62
180128,Three Rivers Medical Center,Louisa,KY,38.09,-82.60
10019,Helen Keller Memorial Hospital,Sheffield,AL,34.75,-87.70
100217,Sebastian River Medical Center,Sebastian,FL,27.85,-80.49
250020,Webster General Hospital/Swing Bed,Eupora,MS,33.54,-89.27
50111,Temple Community Hospital,Los Angeles,CA,34.08,-118.28
50112,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,Santa Monica,CA,34.03,-118.49
50113,San Mateo Medical Center,San Mateo,CA,37.53,-122.30
100230,Memorial Hospital Pembroke,Pembroke Pines,FL,26.03,-80.25
100223,Fort Walton Beach Medical Center,Fort Walton Beach,FL,30.45,-86.63
100224,University Hospital And Medical Center,Tamarac,FL,26.21,-80.25
50110,Lompoc Valley Medical Center,Lompoc,CA,34.64,-120.44
100226,Orange Park Medical Center,Orange Park,FL,30.17,-81.74
100228,Westside Regional Medical Center,Plantation,FL,26.12,-80.26
490009,University Of Virginia Medical Center,Charlottesville,VA,38.03,-78.50
10021,Dale Medical Center,Ozark,AL,31.45,-85.63
250058,South Central Reg Med Ctr,Laurel,MS,31.69,-89.13
100231,West Florida Hospital,Pensacola,FL,30.52,-87.22
100232,Putnam Community Medical Center,Palatka,FL,29.64,-81.69
490032,Medical College Of Virginia Hospitals,Richmond,VA,37.54,-77.43
100234,Columbia Hospital,West Palm Beach,FL,26.76,-80.09
50115,Palomar Medical Center,Escondido,CA,33.13,-117.07
500015,Auburn Regional Medical Center,Auburn,WA,47.34,-122.27
50116,Northridge Hospital Medical Center,Northridge,CA,34.22,-118.53
10022,Cherokee Medical Center,Centre,AL,34.16,-85.65
50118,Doctors Hospital Of Manteca,Manteca,CA,37.80,-121.20
50121,Adventist Medical Center,Hanford,CA,36.32,-119.67
100236,Fawcett Memorial Hospital,Port Charlotte,FL,26.99,-82.10
10023,Baptist Medical Center South,Montgomery,AL,32.33,-86.27
100238,Northside Hospital,Saint Petersburg,FL,27.83,-82.70
100239,Edward White Hospital,Saint Petersburg,FL,27.78,-82.66
10024,Jackson Hospital & Clinic Inc,Montgomery,AL,32.37,-86.29
50122,Dameron Hospital,Stockton,CA,37.96,-121.30
50124,Verdugo Hills Hospital,Glendale,CA,34.20,-118.22
10025,George H. Lanier Memorial Hospital,Valley,AL,32.82,-85.17
100242,Gulf Coast Medical Center,Panama City,FL,30.19,-85.67
100243,Brandon Regional Hospital,Brandon,FL,27.93,-82.29
100244,Cape Coral Hospital,Cape Coral,FL,26.64,-81.94
100246,Lawnwood Regional Medical Center & Heart Institute,Fort Pierce,FL,27.43,-80.34
100248,Largo Medical Center,Largo,FL,27.91,-82.80
100249,Seven Rivers Regional Medical Center,Crystal River,FL,28.95,-82.62
50125,Regional Medical Center Of San Jose,San Jose,CA,37.36,-121.85
100252,Raulerson Hospital,Okeechobee,FL,27.26,-80.83
100253,Jupiter Medical Center,Jupiter,FL,26.92,-80.10
50126,Valley Presbyterian Hospital,Van Nuys,CA,34.19,-118.51
100254,Capital Regional Medical Center,Tallahassee,FL,30.48,-84.23
40001,Siloam Springs Memorial Hospital,Siloam Springs,AR,36.18,-94.54
10027,Elba General Hospital,Elba,AL,31.43,-86.08
40002,Johnson Regional Medical Center,Clarksville,AR,35.46,-93.44
100255,Town & Country Hospital,Tampa,FL,28.00,-82.57
50127,Woodland Memorial Hospital,Woodland,CA,38.66,-121.79
100256,Regional Medical Center Bayonet Point,Hudson,FL,28.36,-82.69
100258,Delray Medical Center,Delray Beach,FL,26.44,-80.13
50128,Tri-City Medical Center,Oceanside,CA,33.18,-117.29
50129,St Bernardine Medical Center,San Bernardino,CA,34.13,-117.28
100259,South Bay Hospital,Sun City Center,FL,27.71,-82.37
100260,St Lucie Medical Center,Port Saint Lucie,FL,27.29,-80.29
100264,Oak Hill Hospital,Brooksville,FL,28.54,-82.53
250122,Natchez Community Hospital/Swing Bed,Natchez,MS,31.56,-91.40
100265,Mease Countryside Hospital,Safety Harbor,FL,28.04,-82.71
100266,Gulf Breeze Hospital,Gulf Breeze,FL,30.36,-87.16
100267,Englewood Community Hospital,Englewood,FL,26.95,-82.33
50131,Novato Community Hospital,Novato,CA,38.10,-122.56
100268,West Boca Medical Center,Boca Raton,FL,26.36,-80.20
100269,Palms West Hospital,Loxahatchee,FL,26.68,-80.25
50132,San Gabriel Valley Medical Center,San Gabriel,CA,34.10,-118.11
100275,Wellington Regional Medical Center,Wellington,FL,26.65,-80.20
100276,Broward Health Coral Springs,Coral Springs,FL,26.27,-80.26
10029,East Alabama Medical Center And Snf,Opelika,AL,32.64,-85.40
10032,Wedowee Hospital,Wedowee,AL,33.32,-85.49
50133,Rideout Memorial Hospital,Marysville,CA,39.14,-121.59
100277,Douglas Gardens Hospital,Miami,FL,25.82,-80.19
100281,Memorial Hospital West,Pembroke Pines,FL,26.01,-80.31
100284,Westchester General Hospital,Miami,FL,25.75,-80.32
100285,Memorial Hospital Miramar,Miramar,FL,25.99,-80.38
100286,Physicians Regional Medical Center - Pine Ridge,Naples,FL,26.21,-81.73
100287,Good Samaritan Medical Center,West Palm Beach,FL,26.70,-80.05
50135,Hollywood Community Hospital Of Hollywood,Hollywood,CA,34.10,-118.33
190175,River Parishes Hospital,Laplace,LA,30.07,-90.52
100288,St Mary's Medical Center,West Palm Beach,FL,26.76,-80.06
190184,Citizens Medical Center,Columbia,LA,32.16,-92.09
100289,Cleveland Clinic Hospital,Weston,FL,26.08,-80.36
100290,"Villages Regional Hospital, The",The Villages,FL,28.95,-81.96
100291,Wuesthoff Medical Center - Melbourne,Melbourne,FL,28.11,-80.67
100292,Sacred Heart Hospital On The Emerald Coast,Miramar Beach,FL,30.38,-86.31
100296,Doctors Hospital Inc,Coral Gables,FL,25.72,-80.27
10033,University Of Alabama Hospital,Birmingham,AL,33.51,-86.80
100299,Lakewood Ranch Medical Center,Bradenton,FL,27.39,-82.43
50136,Petaluma Valley Hospital,Petaluma,CA,38.25,-122.63
100302,St Cloud Regional Medical Center,Saint Cloud,FL,28.24,-81.30
10034,Community Hospital Inc,Tallassee,AL,32.53,-85.91
10035,Cullman Regional Medical Center,Cullman,AL,34.21,-86.87
10038,Stringfellow Memorial Hospital,Anniston,AL,33.67,-85.83
