drg,type,state,status,epcost
190,HS,CT,pre,0
190,HS,CT,post,0
190,HS,CT,during,0
190,HS,DC,pre,2349.411199
190,HS,DC,post,1906.150065
190,HS,DC,during,3337.540411
190,HS,DE,pre,3020.054513
190,HS,DE,post,5674.649105
190,HS,DE,during,3646.603587
190,HS,FL,pre,4322.524272
190,HS,FL,post,574.5725617
190,HS,FL,during,3910.771107
190,HS,GA,pre,1656.464373
190,HS,GA,post,4419.210389
190,HS,GA,during,198.6926139
190,HS,IA,pre,989.2170551
190,HS,IA,post,1572.937509
190,HS,IA,during,6972.423912
190,HS,ID,pre,383.6034247
190,HS,ID,post,574.2322863
190,HS,ID,during,474.8824063
190,HS,IL,pre,1212.368043
190,HS,IL,post,3483.940145
190,HS,IL,during,0
190,HS,IN,pre,1803.165569
190,HS,IN,post,2244.042882
190,HS,IN,during,4502.637634
190,HS,KS,pre,5844.949633
190,HS,KS,post,3759.395688
190,HS,KS,during,2415.631932
190,HS,KY,pre,893.4353732
190,HS,KY,post,0
190,HS,KY,during,3000.810823
190,HS,LA,pre,3620.638333
190,HS,LA,post,0
190,HS,LA,during,0
190,HS,MA,pre,1371.639011
190,HS,MA,post,2691.860811
190,HS,MA,during,6297.639425
190,HS,ME,pre,816.0917493
190,HS,ME,post,1396.987909
190,HS,ME,during,4162.403826
190,HS,MI,pre,0
190,HS,MI,post,0
190,HS,MI,during,6596.228894
190,HS,MN,pre,4215.416916
190,HS,MN,post,1437.800522
190,HS,MN,during,41.50640631
190,HS,MO,pre,0
190,HS,MO,post,0
190,HS,MO,during,3417.847494
190,HS,MS,pre,274.6247126
190,HS,MS,post,190.0567671
190,HS,MS,during,4485.833871
190,HS,MT,pre,2089.486507
190,HS,MT,post,2615.842494
190,HS,MT,during,3839.786826
190,HS,NC,pre,2782.426702
190,HS,NC,post,2287.935388
190,HS,NC,during,1132.129139
190,HS,ND,pre,755.0044349
190,HS,ND,post,1131.845959
190,HS,ND,during,1133.855841
190,HS,NE,pre,2839.35308
190,HS,NE,post,0
190,HS,NE,during,4531.096076
190,HS,NH,pre,3767.770508
190,HS,NH,post,3676.635997
190,HS,NH,during,4385.865841
190,HS,NJ,pre,4173.373357
190,HS,NJ,post,2588.759737
190,HS,NJ,during,0
190,HS,NM,pre,3576.508806
190,HS,NM,post,0
190,HS,NM,during,7268.866487
190,HS,NV,pre,121.0208579
190,HS,NV,post,0
190,HS,NV,during,0
190,HS,NY,pre,0
190,HS,NY,post,5313.339559
190,HS,NY,during,1795.900292
190,HS,OH,pre,4509.799413
190,HS,OH,post,2745.149029
190,HS,OH,during,169.4333133
190,HS,OK,pre,4289.876099
190,HS,OK,post,0
190,HS,OK,during,0
190,HS,OR,pre,0
190,HS,OR,post,0
190,HS,OR,during,3826.414282
190,HS,PA,pre,3074.879319
190,HS,PA,post,6861.899918
190,HS,PA,during,1208.638654
190,HS,RI,pre,1119.857624
190,HS,RI,post,0
190,HS,RI,during,1588.957046
190,HS,SC,pre,5071.4839
190,HS,SC,post,5887.552071
190,HS,SC,during,3136.236243
190,HS,SD,pre,3158.245662
190,HS,SD,post,1246.246565
190,HS,SD,during,0
190,HS,TN,pre,0
190,HS,TN,post,0
190,HS,TN,during,0
190,HS,TX,pre,0
190,HS,TX,post,0
190,HS,TX,during,1223.81773
190,HS,UT,pre,5714.484898
190,HS,UT,post,3874.845392
190,HS,UT,during,2329.588142
190,HS,VA,pre,5316.862793
190,HS,VA,post,1994.999942
190,HS,VA,during,0
190,HS,VT,pre,5272.172974
190,HS,VT,post,0
190,HS,VT,during,5207.622068
190,HS,WA,pre,0
190,HS,WA,post,1268.311115
190,HS,WA,during,5243.66018
190,HS,WI,pre,2466.467903
190,HS,WI,post,2218.542893
190,HS,WI,during,2000.109673
190,HS,WV,pre,641.277685
190,HS,WV,post,795.01052
190,HS,WV,during,3441.583065
190,HS,WY,pre,9112.724503
190,HS,WY,post,3231.092462
190,HS,WY,during,6538.905215
190,IP,AK,pre,1505.140209
190,IP,AK,post,2808.464952
190,IP,AK,during,775.7211259
190,IP,AL,pre,5751.567222
190,IP,AL,post,2440.190858
190,IP,AL,during,0
190,IP,AR,pre,5885.226139
190,IP,AR,post,2852.370045
190,IP,AR,during,0
190,IP,AZ,pre,6129.989718
190,IP,AZ,post,0
190,IP,AZ,during,0
190,IP,CA,pre,6849.62149
190,IP,CA,post,0
190,IP,CA,during,0
190,IP,CO,pre,7566.021444
190,IP,CO,post,2209.215571
190,IP,CO,during,3326.53485
190,IP,CT,pre,1044.249781
190,IP,CT,post,0
190,IP,CT,during,0
190,IP,DC,pre,4242.319804
190,IP,DC,post,7290.018545
190,IP,DC,during,7174.770987
190,IP,DE,pre,5422.988071
190,IP,DE,post,401.1955255
190,IP,DE,during,2217.889226
190,IP,FL,pre,0
190,IP,FL,post,0
190,IP,FL,during,949.0488591
190,IP,GA,pre,0
190,IP,GA,post,2680.57602
190,IP,GA,during,111.7418233
190,IP,HI,pre,0
190,IP,HI,post,4281.54835
190,IP,HI,during,1517.690582
190,IP,IA,pre,1783.43166
190,IP,IA,post,3286.32812
190,IP,IA,during,1749.099793
190,IP,ID,pre,0
190,IP,ID,post,3101.423088
190,IP,ID,during,2276.385686
190,IP,IL,pre,2734.632794
190,IP,IL,post,0
190,IP,IL,during,0
190,IP,IN,pre,0
190,IP,IN,post,2040.307283
190,IP,IN,during,0
190,IP,KS,pre,2685.18741
190,IP,KS,post,4375.643187
190,IP,KS,during,468.5888011
190,IP,KY,pre,2395.930469
190,IP,KY,post,0
190,IP,KY,during,1034.77179
190,IP,LA,pre,6388.081953
190,IP,LA,post,0
190,IP,LA,during,760.2527318
190,IP,MA,pre,0
190,IP,MA,post,0
190,IP,MA,during,533.7476984
190,IP,ME,pre,462.1953004
190,IP,ME,post,3581.676216
190,IP,ME,during,1648.874833
190,IP,MI,pre,0
190,IP,MI,post,2303.454425
190,IP,MI,during,6377.764594
190,IP,MN,pre,0
190,IP,MN,post,0
190,IP,MN,during,0
190,IP,MO,pre,0
190,IP,MO,post,2389.28101
190,IP,MO,during,8201.911688
190,IP,MS,pre,0
190,IP,MS,post,1899.441409
190,IP,MS,during,0
190,IP,MT,pre,275.5752786
190,IP,MT,post,9532.880494
190,IP,MT,during,0
190,IP,NC,pre,0
190,IP,NC,post,2328.014768
190,IP,NC,during,750.7343059
190,IP,ND,pre,4038.28787
190,IP,ND,post,823.9553508
190,IP,ND,during,232.1632419
190,IP,NE,pre,7614.894277
190,IP,NE,post,1174.679159
190,IP,NE,during,1741.837154
190,IP,NH,pre,6312.341434
190,IP,NH,post,3398.522929
190,IP,NH,during,3141.441038
190,IP,NJ,pre,0
190,IP,NJ,post,0
190,IP,NJ,during,1240.683507
190,IP,NM,pre,0
190,IP,NM,post,0
190,IP,NM,during,7237.557995
190,IP,NV,pre,0
190,IP,NV,post,3936.445075
190,IP,NV,during,0
190,IP,NY,pre,581.2080244
190,IP,NY,post,0
190,IP,NY,during,1535.778056
190,IP,OH,pre,1043.329224
190,IP,OH,post,3881.239455
190,IP,OH,during,1630.493163
190,IP,OK,pre,3852.387023
190,IP,OK,post,3959.09212
190,IP,OK,during,2156.899285
190,IP,OR,pre,1228.741739
190,IP,OR,post,2847.865033
190,IP,OR,during,3830.477906
190,IP,PA,pre,1895.027859
190,IP,PA,post,4141.873685
190,IP,PA,during,1622.928298
190,IP,RI,pre,2107.877009
190,IP,RI,post,140.8620834
190,IP,RI,during,0
190,IP,SC,pre,119.3495837
190,IP,SC,post,8982.531778
190,IP,SC,during,3114.169525
190,IP,SD,pre,0
190,IP,SD,post,0
190,IP,SD,during,2689.435295
190,IP,TN,pre,957.1203555
190,IP,TN,post,16.84011679
190,IP,TN,during,914.035284
190,IP,TX,pre,1551.497599
190,IP,TX,post,287.2610223
190,IP,TX,during,0
190,IP,UT,pre,3533.12808
190,IP,UT,post,0
190,IP,UT,during,3453.422542
190,IP,VA,pre,0
190,IP,VA,post,1886.804206
190,IP,VA,during,1526.036865
190,IP,VT,pre,6797.012693
190,IP,VT,post,1057.103294
190,IP,VT,during,3301.160377
190,IP,WA,pre,1561.46449
190,IP,WA,post,267.3106667
190,IP,WA,during,6207.417573
190,IP,WI,pre,234.9321934
190,IP,WI,post,1482.268815
190,IP,WI,during,0
190,IP,WV,pre,5070.499113
190,IP,WV,post,0
190,IP,WV,during,2193.342156
190,IP,WY,pre,3542.379644
190,IP,WY,post,0
190,IP,WY,during,800.1237703
190,OP,AK,pre,0
190,OP,AK,post,3637.389856
190,OP,AK,during,0
190,OP,AL,pre,4659.093669
190,OP,AL,post,2828.824935
190,OP,AL,during,0
190,OP,AR,pre,1282.898867
190,OP,AR,post,679.5630799
190,OP,AR,during,1966.317535
190,OP,AZ,pre,0
190,OP,AZ,post,900.7669346
190,OP,AZ,during,6330.582889
190,OP,CA,pre,1617.792522
190,OP,CA,post,3505.005183
190,OP,CA,during,2146.152366
190,OP,CO,pre,75.95738791
190,OP,CO,post,3111.2219
190,OP,CO,during,4488.631094
190,OP,CT,pre,0
190,OP,CT,post,0
190,OP,CT,during,1534.4088
190,OP,DC,pre,0
190,OP,DC,post,6531.384023
190,OP,DC,during,3886.972172
190,OP,DE,pre,439.7764104
190,OP,DE,post,5215.749365
190,OP,DE,during,694.9257271
190,OP,FL,pre,6329.820738
190,OP,FL,post,7094.577811
190,OP,FL,during,1741.658628
190,OP,GA,pre,715.5395914
190,OP,GA,post,3819.188592
190,OP,GA,during,1646.169823
190,OP,HI,pre,0
190,OP,HI,post,0
190,OP,HI,during,0
190,OP,IA,pre,254.7378917
190,OP,IA,post,2021.57964
190,OP,IA,during,0
190,OP,ID,pre,3591.845356
190,OP,ID,post,2187.912358
190,OP,ID,during,0
190,OP,IL,pre,2590.370947
190,OP,IL,post,3882.863575
190,OP,IL,during,0
190,OP,IN,pre,1263.400469
190,OP,IN,post,0
190,OP,IN,during,186.7529231
190,OP,KS,pre,5173.444881
190,OP,KS,post,1756.706498
190,OP,KS,during,9729.386713
190,OP,KY,pre,3838.719258
190,OP,KY,post,0
190,OP,KY,during,0
190,OP,LA,pre,3608.436511
190,OP,LA,post,3059.359034
190,OP,LA,during,3621.848659
190,OP,MA,pre,0
190,OP,MA,post,6382.481869
190,OP,MA,during,10606.56679
190,OP,ME,pre,0
190,OP,ME,post,0
190,OP,ME,during,4142.083994
190,OP,MI,pre,0
190,OP,MI,post,0
190,OP,MI,during,5420.566258
190,OP,MN,pre,0
190,OP,MN,post,0
190,OP,MN,during,2726.587818
190,OP,MO,pre,836.7618363
190,OP,MO,post,2070.488719
190,OP,MO,during,726.107553
190,OP,MS,pre,6078.492593
190,OP,MS,post,0
190,OP,MS,during,1019.576083
190,OP,MT,pre,4379.263614
190,OP,MT,post,0
190,OP,MT,during,0
190,OP,NC,pre,2075.208353
190,OP,NC,post,0
190,OP,NC,during,0
190,OP,ND,pre,0
190,OP,ND,post,1741.264818
190,OP,ND,during,454.2821486
190,OP,NE,pre,315.4852184
190,OP,NE,post,0
190,OP,NE,during,2135.444198
190,OP,NH,pre,5235.656063
190,OP,NH,post,0
190,OP,NH,during,2794.71315
190,OP,NJ,pre,0
190,OP,NJ,post,5567.496784
190,OP,NJ,during,4107.019656
190,OP,NM,pre,994.2909463
190,OP,NM,post,4348.707719
190,OP,NM,during,1112.206029
190,OP,NV,pre,1141.475959
190,OP,NV,post,0
190,OP,NV,during,514.9441741
190,OP,NY,pre,0
190,OP,NY,post,4724.707129
190,OP,NY,during,2802.508661
190,OP,OH,pre,0
190,OP,OH,post,6395.48048
190,OP,OH,during,3936.435443
190,OP,OK,pre,4146.681461
190,OP,OK,post,0
190,OP,OK,during,4604.512965
190,OP,OR,pre,3684.118649
190,OP,OR,post,3609.258211
190,OP,OR,during,0
190,OP,PA,pre,0
190,OP,PA,post,2460.063085
190,OP,PA,during,1570.444084
190,OP,RI,pre,1288.822123
190,OP,RI,post,5065.770502
190,OP,RI,during,4515.368069
190,OP,SC,pre,1041.807991
190,OP,SC,post,2061.818141
190,OP,SC,during,4385.690124
190,OP,SD,pre,2585.049091
190,OP,SD,post,0
190,OP,SD,during,0
190,OP,TN,pre,0
190,OP,TN,post,2352.391538
190,OP,TN,during,3274.44635
190,OP,TX,pre,3787.551513
190,OP,TX,post,1796.247928
190,OP,TX,during,3647.083946
190,OP,UT,pre,0
190,OP,UT,post,494.873325
190,OP,UT,during,5262.724988
190,OP,VA,pre,0
190,OP,VA,post,1789.358974
190,OP,VA,during,2512.824734
190,OP,VT,pre,4386.371295
190,OP,VT,post,0
190,OP,VT,during,0
190,OP,WA,pre,0
190,OP,WA,post,0
190,OP,WA,during,0
190,OP,WI,pre,0
190,OP,WI,post,0
190,OP,WI,during,5375.661586
190,OP,WV,pre,0
190,OP,WV,post,3350.060675
190,OP,WV,during,0
190,OP,WY,pre,1509.272437
190,OP,WY,post,6543.025124
190,OP,WY,during,0
190,OPRev,AK,pre,0
190,OPRev,AK,post,0
190,OPRev,AK,during,6974.168976
190,OPRev,AL,pre,7745.483039
190,OPRev,AL,post,524.7302871
190,OPRev,AL,during,10806.42958
190,OPRev,AR,pre,833.2274817
190,OPRev,AR,post,4054.664459
190,OPRev,AR,during,2106.046792
190,OPRev,AZ,pre,0
190,OPRev,AZ,post,8579.940336
190,OPRev,AZ,during,1185.978988
190,OPRev,CA,pre,4065.687316
190,OPRev,CA,post,3227.785993
190,OPRev,CA,during,0
190,OPRev,CO,pre,0
190,OPRev,CO,post,0
190,OPRev,CO,during,2734.292749
190,OPRev,CT,pre,397.6359749
190,OPRev,CT,post,3611.711383
190,OPRev,CT,during,4407.969814
190,OPRev,DC,pre,5147.881146
190,OPRev,DC,post,5078.405439
190,OPRev,DC,during,5952.222295
190,OPRev,DE,pre,4.960730469
190,OPRev,DE,post,0
190,OPRev,DE,during,6961.392516
190,OPRev,FL,pre,784.1473152
190,OPRev,FL,post,3528.714306
190,OPRev,FL,during,0
190,OPRev,GA,pre,820.5690703
190,OPRev,GA,post,0
190,OPRev,GA,during,5698.769472
190,OPRev,HI,pre,2420.838129
190,OPRev,HI,post,2572.640153
190,OPRev,HI,during,4327.112546
190,OPRev,IA,pre,1461.512674
190,OPRev,IA,post,5237.545383
190,OPRev,IA,during,0
190,OPRev,ID,pre,2592.123825
190,OPRev,ID,post,3466.937519
190,OPRev,ID,during,0
190,OPRev,IL,pre,0
190,OPRev,IL,post,0
190,OPRev,IL,during,0
190,OPRev,IN,pre,182.1670327
190,OPRev,IN,post,0
190,OPRev,IN,during,3839.387039
190,OPRev,KS,pre,1094.434785
190,OPRev,KS,post,1192.42428
190,OPRev,KS,during,3822.300538
190,OPRev,KY,pre,2469.749688
190,OPRev,KY,post,1845.06064
190,OPRev,KY,during,4403.748671
190,OPRev,LA,pre,3472.318652
190,OPRev,LA,post,915.8202699
190,OPRev,LA,during,2377.30723
190,OPRev,MA,pre,2856.980765
190,OPRev,MA,post,0
190,OPRev,MA,during,5455.082408
190,OPRev,ME,pre,227.519228
190,OPRev,ME,post,4883.268359
190,OPRev,ME,during,3393.626021
190,OPRev,MI,pre,0
190,OPRev,MI,post,6783.884984
190,OPRev,MI,during,2595.27521
190,OPRev,MN,pre,3078.666102
190,OPRev,MN,post,2723.756133
190,OPRev,MN,during,5214.491449
190,OPRev,MO,pre,4623.790745
190,OPRev,MO,post,0
190,OPRev,MO,during,1951.014719
190,OPRev,MS,pre,9314.834595
190,OPRev,MS,post,0
190,OPRev,MS,during,6218.614021
190,OPRev,MT,pre,95.73248645
190,OPRev,MT,post,5266.303031
190,OPRev,MT,during,2048.741126
190,OPRev,NC,pre,0
190,OPRev,NC,post,0
190,OPRev,NC,during,3226.130018
190,OPRev,ND,pre,362.186145
190,OPRev,ND,post,3461.891768
190,OPRev,ND,during,2575.912687
190,OPRev,NE,pre,0
190,OPRev,NE,post,0
190,OPRev,NE,during,0
190,OPRev,NH,pre,2394.478115
190,OPRev,NH,post,4944.99617
190,OPRev,NH,during,0
190,OPRev,NJ,pre,1925.393552
190,OPRev,NJ,post,1055.978607
190,OPRev,NJ,during,1398.905381
190,OPRev,NM,pre,5761.514893
190,OPRev,NM,post,882.8623329
190,OPRev,NM,during,0
190,OPRev,NV,pre,6803.61095
190,OPRev,NV,post,802.6778325
190,OPRev,NV,during,4215.824724
190,OPRev,NY,pre,12050.20175
190,OPRev,NY,post,3593.720336
190,OPRev,NY,during,3974.749842
190,OPRev,OH,pre,3548.133829
190,OPRev,OH,post,3351.058687
190,OPRev,OH,during,0
190,OPRev,OK,pre,0
190,OPRev,OK,post,2193.775208
190,OPRev,OK,during,0
190,OPRev,OR,pre,1330.776306
190,OPRev,OR,post,2669.875037
190,OPRev,OR,during,7232.990481
190,OPRev,PA,pre,272.280379
190,OPRev,PA,post,3870.480508
190,OPRev,PA,during,361.55623
190,OPRev,RI,pre,0
190,OPRev,RI,post,3713.850475
190,OPRev,RI,during,0
190,OPRev,SC,pre,1309.230579
190,OPRev,SC,post,0
190,OPRev,SC,during,6513.646271
190,OPRev,SD,pre,2043.826793
190,OPRev,SD,post,0
190,OPRev,SD,during,0
190,OPRev,TN,pre,0
190,OPRev,TN,post,3252.715489
190,OPRev,TN,during,2029.245387
190,OPRev,TX,pre,2065.199436
190,OPRev,TX,post,3549.134965
190,OPRev,TX,during,2367.223469
190,OPRev,UT,pre,0
190,OPRev,UT,post,0
190,OPRev,UT,during,3965.930941
190,OPRev,VA,pre,2226.068413
190,OPRev,VA,post,467.4509757
190,OPRev,VA,during,0
190,OPRev,VT,pre,2680.953529
190,OPRev,VT,post,0
190,OPRev,VT,during,9559.347312
190,OPRev,WA,pre,1274.647255
190,OPRev,WA,post,0
190,OPRev,WA,during,6334.266861
190,OPRev,WI,pre,0
190,OPRev,WI,post,0
190,OPRev,WI,during,0
190,OPRev,WV,pre,3534.376029
190,OPRev,WV,post,3739.937658
190,OPRev,WV,during,1552.873851
190,OPRev,WY,pre,0
190,OPRev,WY,post,4026.31519
190,OPRev,WY,during,1655.9573
190,PB,AK,pre,5203.697644
190,PB,AK,post,0
190,PB,AK,during,3279.988989
190,PB,AL,pre,1139.350576
190,PB,AL,post,1565.691022
190,PB,AL,during,2349.271503
190,PB,AR,pre,929.6027276
190,PB,AR,post,6479.799326
190,PB,AR,during,312.6224126
190,PB,AZ,pre,2689.368877
190,PB,AZ,post,3389.266238
