provider_id,provider_name,city,state,latitude,longitude
440102,Lincoln Medical Center,Fayetteville,TN,35.1520266,-86.5705508
440144,Harton Regional Medical Center,Tullahoma,TN,35.3620235,-86.2094342
440175,Crockett Hospital,Lawrenceburg,TN,35.2423023,-87.3347389
440187,Livingston Regional Hospital,Livingston,TN,36.3833961,-85.3230221
441313,Wellmont Hancock County Hospital,Sneedville,TN,36.5298107,-83.2173971
451309,Mccamey Hospital,Mccamey,TX,31.1322516,-102.2222058
451369,Golden Plains Community Hospital,Borger,TX,35.6678203,-101.3973876
470001,Central Vermont Medical Center,Barre,VT,44.1970055,-72.5020494
471300,Grace Cottage Hospital,Townshend,VT,43.0472267,-72.6678428
471306,Springfield Hospital,Springfield,VT,43.2983665,-72.4823306
491300,Bath County Community Hospital,Hot Springs,VA,37.9993993,-79.831587
510030,Davis Memorial Hospital,Elkins,WV,38.9259397,-79.8467349
511309,War Memorial Hospital Inc,Berkeley Springs,WV,39.6262334,-78.2262534
511314,Pocahontas Memorial Hospital,Buckeye,WV,38.1869214,-80.1349198
511316,Grant Memorial Hospital,Petersburg,WV,38.9926097,-79.1239239
521321,Ripon Med Ctr,Ripon,WI,43.8422049,-88.8359447
521325,Flambeau Hsptl,Park Falls,WI,45.9343981,-90.4415527
531314,Niobrara Health & Life Center,Lusk,WY,42.7624668,-104.4521747
531315,South Lincoln Medical Center - Cah,Kemmerer,WY,41.792447,-110.5376692
640001,Lbj Tropical Medical Center,Pago Pago                     ,AS,-14.2907533,-170.6840121
400130,Hospital Metropolitano De La Montana,Bda Nueva,PR,18.2734,-66.7114
31305,Hopi Health Care Center,Polacca,AZ,35.8385454,-110.402376
40016,Uams Medical Center,Little Rock,AR,34.7486563,-92.3542193
40114,Baptist Health Medical Center-Little Rock,Little Rock,AR,34.7486563,-92.3542193
43300,Arkansas Children's Hospital,Little Rock,AR,34.7359274,-92.2975183
50026,Grossmont Hospital,La Mesa,CA,32.7749487,-117.0146736
50036,Bakersfield Memorial Hospital,Bakersfield,CA,35.3873576,-119.0168962
50454,UCSF Medical Center,San Francisco,CA,37.7642093,-122.4571623
50547,Sonoma Developmental Center,Eldridge,CA,38.3634225,-122.5279928
110064,"Medical Center, The",Columbus,GA,32.466023,-84.9869547
110163,Phoebe North,Albany,GA,31.5301723,-84.1751648
160153,Mercy Medical Center-Sioux City,Sioux City,IA,42.4924955,-96.3997501
190005,Charity Hospital & Medical Center Of Louisiana At,New Orleans,LA,29.9595769,-90.0770127
190273,Greater Baton Rouge Surgical Hospital,Baton Rouge,LA,30.5340755,-91.1833043
240093,Mayo Clinic Health System - Mankato,Mankato,MN,44.1639644,-94.0041169
250097,Southwest Ms Regional Medical Center,Mccomb,MS,31.24,-90.45
320070,Dhhs Usphs Indian Health Services,San Fidel,NM,35.1463693,-107.5860213
340004,High Point Regional Hospital,High Point,NC,35.95,-80
340053,Presbyterian Hospital,Charlotte,NC,35.2219554,-80.8328724
340141,New Hanover Regional Medical Center,Wilmington,NC,34.2378598,-77.9476394
340171,Presbyterian Hospital Matthews,Matthews,NC,35.1143176,-80.7197131
370004,Integris Baptist Reg Health Center,Miami,OK,36.8752027,-94.8763283
390133,Lehigh Valley Hospital,Allentown,PA,40.6,-75.47
400004,"Asociacion Hospital Del Maestro, Inc",San Juan,PR,18.466224,-66.1057244
400011,Hospital Oriente,Humacao,PR,18.1464294,-65.8322841
400012,Dr I Gonzalez Martinez Oncology Hosp,San Juan,PR,18.42,-66.06
400013,Hospital Menonita De Cayey,Cayey,PR,18.1258082,-66.1474752
400016,Auxilio Mutuo Hospital,Hato Rey,PR,18.4180126,-66.0671709
400022,Hospital Damas Inc,Ponce,PR,18.0004826,-66.6042494
400048,Hospital Episcopal San Lucas Guayama Inc,Guayama,PR,17.97817,-66.111
400087,Hospital Dr Cayetano Coll Y Toste,Arecibo,PR,18.4726154,-66.7164601
400102,Doctors Center Hospital Bayamon,Bayamon,PR,18.3902046,-66.1504497
400109,Hospital Hima-San Pablo Bayamon,Bayamon,PR,18.405951,-66.1697844
400112,"Hospital Upr, Dr  Federico Trilla",Carolina,PR,18.3781886,-65.9712692
400117,Hospital Dr Susoni Inc,Arecibo,PR,18.4688354,-66.7412007
400121,Hospital San Gerardo,Rio Piedras,PR,18.394826,-66.0545316
400123,Hospital Perea,Mayaguez,PR,18.2014973,-67.1434021
400125,Hima-San Pablo Fajardo,Fajardo,PR,18.33213,-65.6539717
400127,Admin De Servicios Medicos  Puerto Ric,San Juan,PR,18.45,-66.06
420085,Grand Strand Reg Med Center,Myrtle Beach,SC,33.7070405,-78.8948741
440034,Methodist Medical Center Of Oak Ridge,Oak Ridge,TN,35.9858908,-84.2805478
453301,Driscoll Childrens Hospital,Corpus Christi,TX,27.7218102,-97.3894772
490009,University Of Virginia Medical Center,Charlottesville,VA,38.031942,-78.498585
490032,Medical College Of Virginia Hospitals,Richmond,VA,37.5433009,-77.4293184
500015,Auburn Regional Medical Center,Auburn,WA,47.3394747,-122.2667661
503300,Seattle Children's Hospital,Seattle,WA,47.6614244,-122.2683743
10036,Andalusia Regional Hospital,Andalusia,AL,31.300339,-86.4911039
10066,Florala Memorial Hospital,Florala,AL,31.0019718,-86.3208622
10095,Hale County Hospital,Greensboro,AL,32.6947556,-87.5874393
10128,Jackson Medical Center,Jackson,AL,31.5302989,-87.8931936
10148,Evergreen Medical Center,Evergreen,AL,31.4312802,-86.9414221
11300,Washington County Hospital,Chatom,AL,31.4527952,-88.2095795
20001,Providence Alaska Medical Center,Anchorage,AK,60.9490067,-149.1703257
30121,"Mountain Vista Medical Center, Lp",Mesa,AZ,33.2830905,-111.6068118
31309,Sage Memorial Hospital,Ganado,AZ,35.769573,-109.645975
31314,Cobre Valley Regional Medical Center,Globe,AZ,33.4116452,-110.8275853
40004,Washington Regional Med Ctr At North Hills,Fayetteville,AR,36.0717935,-94.2913195
40007,St Vincent Infirmary Medical Center,Little Rock,AR,34.7486332,-92.3413044
40010,Mercy Medical Center,Rogers,AR,36.310069,-94.182811
41306,Community Medical Center Izard County,Calico Rock,AR,36.1275875,-92.1284686
41310,Stone County Medical Center,Mountain View,AR,35.90007,-92.102292
41330,Piggott Community Hospital,Piggott,AR,36.390499,-90.2043789
50224,Hoag Memorial Hospital Presbyterian,Newport Beach,CA,33.6222856,-117.9299539
50534,"John F Kennedy Memorial Hospital, Inc",Indio,CA,33.7046889,-116.2338225
51315,Trinity Hospital,Weaverville,CA,40.7408426,-122.9419671
60112,Sky Ridge Medical Center,Lone Tree,CO,36.16102,-115.308662
60116,Exempla Good Samaritan Medical Center Llc,Lafayette,CO,39.9677772,-105.086143
60124,Orthocolorado Hospital At St Anthony Med Campus,Lakewood,CO,39.7187527,-105.1408343
70029,Bristol Hospital,Bristol,CT,41.6758208,-72.9314067
93300,Children's Hospital Nmc,Washington,DC,38.9281942,-77.0174657
100057,Florida Hospital Waterman,Tavares,FL,28.8223579,-81.7122085
100156,Lake City Medical Center,Lake City,FL,30.1836159,-82.6863667
100220,Gulf Coast Medical Center Lee Mem Health System,Fort Myers,FL,26.5426219,-81.851616
110026,Elbert Memorial Hospital,Elberton,GA,34.1126968,-82.8751298
110032,Stephens County Hospital,Toccoa,GA,34.5936878,-83.3480473
110041,Habersham County Medical Ctr,Demorest,GA,34.5838729,-83.534537
110051,Union General Hospital,Blairsville,GA,34.8854676,-83.9623066
110095,Tift Regional Medical Center,Tifton,GA,31.4706884,-83.5047315
110146,Southeast Georgia Health System- Camden Campus,Saint Marys,GA,30.7813415,-81.6145141
110209,Turning Point Hospital,Moultrie,GA,31.151513,-83.7629752
111306,Effingham County Hospital,Springfield,GA,32.359265,-81.332391
111313,Putnam General Hospital,Eatonton,GA,33.5762658,-83.4771446
111314,Pioneer Community Hospital Of Early,Blakely,GA,31.3741469,-84.9467785
111320,Higgins General Hospital,Bremen,GA,33.7163842,-85.1446071
111321,"Lower Oconee Community Hospital, Inc",Glenwood                      ,GA,32.1842456,-82.6733621
111326,Louis Smith Memorial Hospital,Lakeland,GA,31.0414117,-83.0838529
121300,Kauai Veterans Memorial Hospital,Waimea,HI,21.9924408,-159.6740332
140052,Saint Anthony's Health Center,Alton,IL,38.9073722,-90.171899
140210,Harrisburg Medical Center,Harrisburg,IL,37.7355401,-88.532372
141302,Midwest Medical Center,Galena,IL,42.4481456,-90.456748
141322,Abraham Lincoln Memorial Hospital,Lincoln,IL,40.1523387,-89.3882737
141328,Hardin County General Hospital,Rosiclare,IL,37.4230476,-88.3727518
141330,Hopedale Medical Complex,Hopedale,IL,40.4216674,-89.4178426
141348,Red Bud Regional Hospital,Red Bud,IL,38.2102571,-89.9964289
150012,Saint Joseph Regional Medical Center,Mishawaka,IN,41.7033703,-86.1792727
150018,Elkhart General Hospital,Elkhart,IN,41.7056831,-85.9340434
150167,Orthopaedic Hospital At Parkview North Llc,Fort Wayne,IN,41.191105,-85.102465
151300,Community Hospital Of Bremen Inc,Bremen,IN,41.455817,-86.1536506
151302,Indiana University Health Blackford Hospital,Hartford City,IN,40.4689548,-85.3720072
151317,Greene County General Hospital,Linton,IN,39.0543571,-87.1291932
151324,Jasper County Hospital,Rensselaer,IN,40.933585,-87.136874
16004F,Iowa City Va Medical Center,Iowa City                     ,IA,41.6667289,-91.559129
161360,Orange City Area Health System,Orange City,IA,42.9955681,-96.0444192
171313,Kearny County Hospital,Lakin,KS,37.9459986,-101.2526941
171319,Holton Community Hospital,Holton,KS,39.4789358,-95.7524463
171382,Atchison Hospital,Atchison,KS,39.5384916,-95.1271547
180002,Whitesburg Arh Hospital,Whitesburg,KY,37.1148054,-82.8106386
180019,Meadowview Regional Medical Center,Maysville,KY,38.63961,-83.8081973
180029,Hazard Arh Regional Medical Center,Hazard,KY,37.2790265,-83.228266
180043,Memorial Hospital,Manchester,KY,37.162177,-83.7613713
180050,Harlan Appalachian Regional Healthcare Hospital,Harlan,KY,36.8100081,-83.3148586
180064,Saint Joseph Mount Sterling,Mount Sterling,KY,38.1299547,-83.5793212
180095,Crittenden Health System,Marion,KY,37.3293273,-88.0892193
180104,Western Baptist Hospital,Paducah,KY,37.08034,-88.6106703
180127,Frankfort Regional Medical Center,Frankfort,KY,38.163236,-84.903274
180128,Three Rivers Medical Center,Louisa,KY,38.0854062,-82.5986363
181301,Marcum And Wallace Memorial Hospital,Irvine,KY,37.7057519,-83.9777828
181315,Ephraim Mcdowell Fort Logan Hospital,Stanford,KY,37.543647,-84.654107
181316,Mary Breckinridge Arh Hospital,Hyden,KY,37.1631897,-83.3779755
181320,"Livingston Hospital And Healthcare Services, Inc",Salem,KY,37.2634168,-88.2290942
181322,Caldwell Medical Center,Princeton,KY,37.1169059,-87.870264
181328,Knox County Hospital,Barbourville,KY,36.8515035,-83.8694029
181331,Mcdowell Arh Hospital,Mc Dowell,KY,37.4533787,-82.7406092
190175,River Parishes Hospital,Laplace,LA,30.073314,-90.516021
190184,Citizens Medical Center,Columbia,LA,32.1586025,-92.0939629
190267,Fairway Medical Center,Covington,LA,30.406095,-90.083794
191321,Lallie Kemp Medical Center,Independence,LA,30.9381551,-95.9329253
191325,Lady Of The Sea General Hospital,Cut Off,LA,29.4557302,-90.3120794
200002,Miles Memorial Hospital (Lincoln County Healthcare,Damariscotta,ME,44.0261132,-69.5281141
200025,Parkview Adventist Medical Center,Brunswick,ME,43.9195514,-69.9663981
200034,St Marys Regional Medical Center,Lewiston,ME,44.1027623,-70.2009262
200063,Penobscot Bay Medical Center,Rockport,ME,44.1443578,-69.0857702
201300,Blue Hill Memorial Hospital,Blue Hill,ME,44.4113483,-68.5860413
201301,Charles A Dean Memorial Hospital,Greenville,ME,45.4589808,-69.5967808
201303,Penobscot Valley Hospital,Lincoln,ME,45.3217392,-68.4855289
201310,Bridgton Hospital,Bridgton,ME,44.0467419,-70.713982
201313,Sebasticook Valley Hospital (Health),Pittsfield,ME,44.786052,-69.3809859
210049,Upper Chesapeake Medical Center,Bel Air,MD,39.5186973,-76.3468788
220084,Emerson Hospital,W Concord,MA,42.450907,-71.37844
220135,Falmouth Hospital,Falmouth,MA,41.5676141,-70.6304472
230078,Community Hospital,Watervliet,MI,42.1859171,-86.2488679
230197,Genesys Regional Medical Center - Health Park,Grand Blanc,MI,42.8925448,-83.6362102
230222,Midmichigan Medical Center-Midland,Midland,MI,43.6389871,-84.2615579
231307,Baraga County Memorial Hospital,L' Anse,MI,46.688704,-88.453729
231333,Aspirus Grand View Hospital,Ironwood,MI,46.4778658,-90.1047003
240141,Fairview Northland Regional Hospital,Princeton,MN,45.5575812,-93.586151
241305,Riverwood Healthcare Center,Aitkin,MN,46.5304136,-93.6907541
241328,Clearwater Cty Memorial Hospital,Bagley,MN,47.525752,-95.4002293
241329,Lakewood Health System,Staples,MN,46.3589523,-94.7482288
241334,River's Edge Hospital & Clinic,St Peter,MN,44.3500198,-93.9709632
241338,Mayo Clinic Health System - Lake City,Lake City,MN,44.4582857,-92.2852162
241360,Deer River Healthcare Center,Deer River,MN,47.3435479,-93.7925981
241367,Firstlight Health System,Mora,MN,45.923625,-93.2868715
250015,Grenada Lake Medical Center,Grenada,MS,33.763281,-89.8186407
250093,Bolivar Medical Center,Cleveland,MS,33.7475025,-90.7190754
250138,River Oaks Hospital,Jackson,MS,32.3886001,-90.1072708
251314,Quitman County Hospital Cah,Marks                         ,MS,34.2474623,-90.2773876
251331,Calhoun Health Services,Calhoun City,MS,33.8704585,-89.3187635
251335,John C Stennis Memorial Hospital,De Kalb                       ,MS,32.7659394,-88.7398351
260004,Cooper County Memorial Hospital,Boonville,MO,38.9615854,-92.741165
260023,Jefferson Regional Medical Center,Crystal City,MO,38.1651,-90.3808846
260025,Hannibal Regional Hospital,Hannibal,MO,39.6989808,-91.3945406
260094,Skaggs Regional Medical Center,Branson,MO,36.649727,-93.2214082
26009F,St Louis-John Cochran Va Medical Center,St. Louis                     ,MO,38.6404726,-90.1950073
260186,Lake Regional Health System,Osage Beach,MO,38.1214254,-92.6835588
260200,Ssm St Joseph Hospital West,Lake Saint Louis,MO,38.8033409,-90.776187
261308,Washington County Memorial Hospital,Potosi,MO,37.9273395,-90.7728285
271300,Poplar Community Hospital,Poplar,MT,48.11464,-105.1956808
271305,Mccone County Health Center,Circle,MT,47.4189319,-105.5824998
271318,Barrett Memorial Hospital,Dillon,MT,45.1823057,-112.6782698
281303,Niobrara Valley Hospital,Lynch,NE,42.8281516,-98.4682446
281314,Annie Jeffrey Memorial County Health Center,Osceola,NE,41.1702109,-97.5466869
281333,Rock County Hospital,Bassett,NE,42.575818,-99.5371569
281348,Tri Valley Health System,Cambridge,NE,40.8866349,-96.8724722
281354,Crete Area Medical Center,Crete,NE,40.64136,-96.937027
281364,"Beatrice Community Hospital & Health Center, Inc",Beatrice,NE,42.95851,-78.90417
300003,Mary Hitchcock Memorial Hospital,Lebanon,NH,43.6728744,-72.2722639
301300,Upper Connecticut Valley Hospital,Colebrook,NH,44.9011948,-71.4840389
301311,Speare Memorial Hospital,Plymouth,NH,43.7578536,-71.6948078
310010,Univ Medical Center Of Princeton At Plainsboro,Plainsboro,NJ,40.3330914,-74.5936912
320003,Alta Vista Regional Hospital,Las Vegas,NM,35.6186152,-105.2205737
320059,Northern Navajo Medical Center,Shiprock,NM,36.7307647,-108.7061873
320060,Zuni Comprehensive Community Health Center,Zuni,NM,35.0817342,-108.8026071
320067,Guadalupe County Hospital,Santa Rosa,NM,34.9292131,-104.6923446
330233,Brookdale Hospital Medical Center,Brooklyn,NY,40.6553312,-73.9122081
331304,Margaretville Memorial Hospital,Margaretville,NY,42.1468009,-74.6390569
340030,Duke University Hospital,Durham,NC,36.0083153,-78.9388299
340047,North Carolina Baptist Hospital,Winston-Salem,NC,36.0906339,-80.2715805
341314,Washington County Hosp Inc,Plymouth,NC,35.867757,-76.718159
350064,Standing Rock Indian Health Service Hospital,Fort Yates,ND,46.0870151,-100.6278341
351331,Towner County Medical Center,Cando                         ,ND,37.4608432,-98.6875022
361331,Fayette County Memorial Hospital,Washington Ch,OH,39.8206585,-83.1473777
370093,O U Medical Center,Oklahoma City,OK,35.4813806,-97.4962537
370103,"Sayre Memorial Hospital, Inc",Sayre,OK,41.783375,-76.449373
370214,Lindsay Municipal Hospital,Lindsay,OK,34.8350108,-97.5850518
370235,St John Broken Arrow,Broken Arrow,OK,36.077965,-95.8008739
371303,Roger Mills Memorial Hospital,Cheyenne                      ,OK,35.5998496,-99.6722245
371306,Mercy Health Love County,Marietta,OK,33.941292,-97.130861
371318,Fairfax Community Hospital,Fairfax,OK,36.5631574,-96.7053075
371321,Holdenville General Hospital,Holdenville,OK,35.089002,-96.3797099
371330,Quartz Mountain Medical Center,Mangum,OK,34.8918205,-99.5013188
371331,Drumright Regional Hospital,Drumright,OK,35.991324,-96.613458
390068,Heart Of Lancaster Regional Medical Center,Lititz,PA,40.1330876,-76.3095726
390097,Holy Redeemer Hospital And Medical Center,Meadowbrook,PA,40.1076475,-75.0831456
39009F,Philadelphia Va Medical Center,Philadelphia                  ,PA,39.9485359,-75.2050173
39012F,Va Pittsburgh Healthcare System - Univ Dr,Pittsburgh                    ,PA,40.445052,-79.960964
390130,Miners Medical Center,Hastings,PA,40.6594147,-78.7094515
390189,Shamokin Area Community Hospital,Coal Township,PA,40.804782,-76.5696556
390258,St Mary Medical Center,Langhorne,PA,40.201068,-74.927487
390323,Advanced Surgical Hospital,Washington,PA,40.1554231,-80.2783071
390324,Physician's Care Surgical Hospital,Royersford,PA,40.2219397,-75.5563879
391302,Meyersdale Community Hospital,Myersdale,PA,39.8087207,-79.0256158
391309,Barnes-Kasson County Hospital,Susquehanna,PA,41.9242728,-75.5906542
400010,Castaner General Hospital,Castaner,PR,18.1796177,-66.8227497
400014,Bella Vista Hospital,Mayaguez,PR,18.1845885,-67.113198
40003F,San Juan Va Medical Center,San Juan                      ,PR,18.2214668,-65.6998201
400103,Sistema Integrados De Salud Del Sur Oeste Inc,Mayaguez,PR,18.1559522,-67.1452748
400105,Hospital Universitario Dr Ruiz Arnau,Bayamon,PR,18.3623597,-66.1621339
400106,Metropolitan Hospital,San Juan,PR,18.2288081,-65.9318159
400111,Hospital San Carlos Borromeo,Moca,PR,18.3833171,-67.1137676
400113,Hospital San Cristobal,Coto Laurel,PR,18.0388309,-66.5485921
400120,Hima San Pablo-Caguas,Caguas,PR,18.2269461,-66.0273769
400128,"Hospital Pavia Hato Rey, Inc",Hato Rey,PR,18.4310913,-66.0588826
410006,Newport Hospital,Newport,RI,41.4967904,-71.3045447
420019,Chester Regional Medical Center,Chester,SC,34.6845006,-81.1838829
420068,Trmc Of Orangeburg & Calhoun,Orangeburg,SC,33.6218541,-80.74922
420101,Coastal Carolina Hospital,Hardeeville,SC,32.3199375,-81.057298
420104,Mount Pleasant Hospital,Mount Pleasant,SC,32.85917,-79.796154
421300,Allendale County Hospital,Fairfax,SC,32.9673596,-81.2454196
430081,Phs Indian Hospital At Pine Ridge,Pine Ridge,SD,43.2001114,-96.430684
430083,Phs Indian Hospital At Eagle Butte,Eagle Butte,SD,44.9998352,-101.2347423
430084,Phs Indian Hospital At Rosebud,Rosebud,SD,43.2831381,-100.8705174
440001,Unicoi County Memorial Hospital,Erwin,TN,36.1343245,-82.4131338
440006,Skyline Medical Center,Nashville,TN,36.2293859,-86.759267
440046,Horizon Medical Center,Dickson,TN,36.085262,-87.338734
440054,Woods Memorial Hospital,Etowah,TN,35.361349,-84.516375
440057,Claiborne County Hospital,Tazewell,TN,36.4404954,-83.594799
440059,Cookeville Regional Medical Center,Cookeville,TN,36.1712056,-85.5093828
440065,Northcrest Medical Center,Springfield,TN,36.479272,-86.886317
441315,Copper Basin Medical Center,Copperhill,TN,35.0225329,-84.3830144
450090,North Texas Medical Center,Gainesville,TX,33.6434827,-97.1621525
450092,Fort Duncan Medical Center,Eagle Pass,TX,28.7112629,-100.4540813
450099,Pampa Regional Medical Center,Pampa,TX,29.656462,-95.2025273
450101,Hillcrest Baptist Medical Center,Waco,TX,31.4912184,-97.1574922
450214,Gulf Coast Medical Center,Wharton,TX,38.3197567,-95.2512159
450271,Wise Regional Health System,Decatur,TX,33.2199022,-97.5938317
450292,Texas Health Presbyterian Hospital Kaufman,Kaufman,TX,32.590833,-96.314739
450293,Frio Regional Hospital,Pearsall,TX,28.7363626,-99.1454251
450369,Childress Regional Medical Center,Childress,TX,34.4914564,-100.1949643
450558,Abilene Regional Medical Center,Abilene,TX,32.359752,-99.743385
450641,Nocona General Hospital,Nocona,TX,33.7766681,-97.731545
450658,East Texas Medical Center - Fairfield,Fairfield,TX,31.7246109,-96.169566
450677,Huguley Health System,Fort Worth,TX,32.676433,-97.3200782
450841,Brownsville Surgical Hospital,Brownsville,TX,25.9400118,-97.5287699
450874,Irving Coppell Surgical Hospital Llp,Irving,TX,32.9216455,-96.9871739
450878,Texsan Heart Hospital,San Antonio,TX,29.4880309,-98.5460234
450883,Baylor Medical Center At Trophy Club,Trophy Club,TX,32.9847087,-97.1693753
451341,Haskell Memorial Hospital,Haskell,TX,33.1586878,-99.7445039
451342,Mitchell County Hospital District,Colorado City,TX,32.4114771,-100.8635862
451346,Yoakum Community Hospital,Yoakum,TX,29.301486,-97.124332
451365,Seton Highland Lakes,Burnet,TX,37.4608432,-98.6875022
460010,Intermountain Medical Center,Murray,UT,40.658178,-111.892126
460021,Dixie Regional Medical Center,St George,UT,37.0998597,-113.5528252
490002,Russell County Medical Center,Lebanon,VA,36.898974,-82.0785061
490012,Lee Regional Medical Center,Pennington Gap,VA,36.7499366,-83.0504268
490013,Halifax Regional Hospital,Halifax,VA,36.714829,-78.9142519
490018,Augusta Health,Fishersville,VA,38.0927445,-78.9870634
490027,Mountain View Regional Medical Center,Norton,VA,36.9431529,-82.6209229
490038,Smyth County Community Hospital,Marion,VA,36.870495,-81.524982
490119,Sentara Princess Anne Hospital,Virginia Beach,VA,36.7766381,-76.0968161
490126,Lewisgale Hospital Alleghany,Low Moor,VA,37.7911347,-79.8826878
490127,Buchanan General Hospital,Grundy,VA,37.2907087,-82.0642257
490136,Bon Secours - St Francis Medical Center,Midlothian,VA,37.466778,-77.659265
491303,Dickenson Community Hospital,Clintwood,VA,37.161738,-82.4510141
491307,"Page Memorial Hospital, Inc",Luray,VA,38.6643087,-78.4690364
500152,Swedish Issaquah,Issaquah,WA,47.536571,-122.0230773
