drg,type,hrrnum,status,epcost
61,DM,442,post,210.7819096
61,DM,442,during,265.9919601
61,DM,443,pre,0
61,DM,443,post,2036.95311
61,DM,443,during,0
61,DM,449,pre,0
61,DM,449,post,3229.193793
61,DM,449,during,7932.790813
61,DM,452,pre,0
61,DM,452,post,8420.89084
61,DM,452,during,7855.924983
61,HH,2,pre,1076.407568
61,HH,2,post,1684.63032
61,HH,2,during,810.1787857
61,HH,7,pre,771.4365689
61,HH,7,post,5851.167478
61,HH,7,during,0
61,HH,9,pre,0
61,HH,9,post,0
61,HH,9,during,2299.898367
61,HH,31,pre,2178.764989
61,HH,31,post,2196.795257
61,HH,31,during,1282.572592
61,HH,33,pre,0
61,HH,33,post,7788.408173
61,HH,33,during,2264.985616
61,HH,56,pre,4020.744767
61,HH,56,post,0
61,HH,56,during,0
61,HH,65,pre,3463.085342
61,HH,65,post,0
61,HH,65,during,1968.618034
61,HH,77,pre,0
61,HH,77,post,1642.187462
61,HH,77,during,2887.061932
61,HH,78,pre,0
61,HH,78,post,2435.367215
61,HH,78,during,1790.441532
61,HH,79,pre,1492.655704
61,HH,79,post,844.3527785
61,HH,79,during,5573.355821
61,HH,80,pre,2634.292306
61,HH,80,post,3407.677875
61,HH,80,during,2864.71297
61,HH,82,pre,549.2363006
61,HH,82,post,0
61,HH,82,during,7695.538447
61,HH,96,pre,0
61,HH,96,post,1227.193883
61,HH,96,during,5064.03634
61,HH,110,pre,3896.104834
61,HH,110,post,0
61,HH,110,during,0
61,HH,111,pre,0
61,HH,111,post,0
61,HH,111,during,1082.139327
61,HH,112,pre,4170.220482
61,HH,112,post,0
61,HH,112,during,2591.71674
61,HH,113,pre,6886.223345
61,HH,113,post,0
61,HH,113,during,6002.743154
61,HH,119,pre,1822.971368
61,HH,119,post,179.683229
61,HH,119,during,4324.844082
61,HH,123,pre,5159.069726
61,HH,123,post,2534.230176
61,HH,123,during,524.1797549
61,HH,127,pre,3593.063999
61,HH,127,post,0
61,HH,127,during,2151.697656
61,HH,129,pre,8796.450004
61,HH,129,post,3032.715723
61,HH,129,during,5491.464765
61,HH,130,pre,0
61,HH,130,post,2589.378709
61,HH,130,during,0
61,HH,139,pre,0
61,HH,139,post,4525.700004
61,HH,139,during,4258.1481
61,HH,140,pre,581.9916517
61,HH,140,post,5770.078731
61,HH,140,during,4508.553407
61,HH,144,pre,3174.442617
61,HH,144,post,0
61,HH,144,during,3761.964385
61,HH,145,pre,0
61,HH,145,post,8629.063361
61,HH,145,during,4140.223605
61,HH,150,pre,330.1548729
61,HH,150,post,3704.862981
61,HH,150,during,0
61,HH,152,pre,0
61,HH,152,post,2052.481414
61,HH,152,during,7653.123437
61,HH,155,pre,1443.838412
61,HH,155,post,1494.881506
61,HH,155,during,5113.802174
61,HH,156,pre,6191.919269
61,HH,156,post,1685.716275
61,HH,156,during,0
61,HH,161,pre,0
61,HH,161,post,7585.907156
61,HH,161,during,0
61,HH,166,pre,4708.817903
61,HH,166,post,0
61,HH,166,during,0
61,HH,184,pre,5640.939731
61,HH,184,post,0
61,HH,184,during,516.2967403
61,HH,186,pre,1053.09859
61,HH,186,post,4454.139982
61,HH,186,during,220.3810089
61,HH,218,pre,1557.149335
61,HH,218,post,2666.871635
61,HH,218,during,0
61,HH,227,pre,0
61,HH,227,post,0
61,HH,227,during,0
61,HH,230,pre,1270.06931
61,HH,230,post,0
61,HH,230,during,210.5605441
61,HH,232,pre,3311.852826
61,HH,232,post,3816.707349
61,HH,232,during,0
61,HH,234,pre,0
61,HH,234,post,4174.000747
61,HH,234,during,1381.511795
61,HH,236,pre,427.2928719
61,HH,236,post,1467.122951
61,HH,236,during,0
61,HH,240,pre,0
61,HH,240,post,2019.519757
61,HH,240,during,2468.436452
61,HH,243,pre,6266.505698
61,HH,243,post,930.1365066
61,HH,243,during,416.4273877
61,HH,248,pre,1172.351827
61,HH,248,post,5815.742911
61,HH,248,during,0
61,HH,268,pre,574.8776567
61,HH,268,post,7116.273322
61,HH,268,during,0
61,HH,270,pre,4174.105404
61,HH,270,post,0
61,HH,270,during,7015.920373
61,HH,273,pre,1001.019918
61,HH,273,post,0
61,HH,273,during,0
61,HH,283,pre,0
61,HH,283,post,2414.348727
61,HH,283,during,2937.574719
61,HH,288,pre,0
61,HH,288,post,0
61,HH,288,during,0
61,HH,289,pre,5929.366379
61,HH,289,post,686.5359338
61,HH,289,during,456.3505088
61,HH,296,pre,0
61,HH,296,post,1168.061395
61,HH,296,during,199.629028
61,HH,297,pre,3561.193245
61,HH,297,post,2304.940457
61,HH,297,during,1702.130154
61,HH,301,pre,6763.659428
61,HH,301,post,3630.477927
61,HH,301,during,0
61,HH,303,pre,0
61,HH,303,post,4805.334316
61,HH,303,during,6974.897677
61,HH,307,pre,0
61,HH,307,post,2019.483654
61,HH,307,during,0
61,HH,308,pre,0
61,HH,308,post,0
61,HH,308,during,2836.510531
61,HH,311,pre,5349.811335
61,HH,311,post,0
61,HH,311,during,0
61,HH,312,pre,338.2854104
61,HH,312,post,2932.583424
61,HH,312,during,2373.017837
61,HH,314,pre,4432.884043
61,HH,314,post,0
61,HH,314,during,3306.763323
61,HH,320,pre,3714.042581
61,HH,320,post,2134.189228
61,HH,320,during,250.7928868
61,HH,326,pre,2818.360087
61,HH,326,post,3036.734642
61,HH,326,during,1911.693826
61,HH,327,pre,1364.802669
61,HH,327,post,442.9195371
61,HH,327,during,1964.467751
61,HH,332,pre,5106.074201
61,HH,332,post,2481.428739
61,HH,332,during,4979.376267
61,HH,339,pre,1060.34137
61,HH,339,post,1816.818667
61,HH,339,during,5784.631087
61,HH,344,pre,5626.761689
61,HH,344,post,4043.567894
61,HH,344,during,0
61,HH,346,pre,0
61,HH,346,post,1135.472288
61,HH,346,during,0
61,HH,351,pre,7714.688056
61,HH,351,post,4133.460592
61,HH,351,during,1511.672487
61,HH,356,pre,0
61,HH,356,post,0
61,HH,356,during,0
61,HH,365,pre,0
61,HH,365,post,644.6777482
61,HH,365,during,0
61,HH,368,pre,0
61,HH,368,post,1607.819979
61,HH,368,during,5077.025178
61,HH,369,pre,3144.38606
61,HH,369,post,146.6800083
61,HH,369,during,4897.953956
61,HH,373,pre,6871.08098
61,HH,373,post,0
61,HH,373,during,6204.434581
61,HH,379,pre,7751.952918
61,HH,379,post,6902.108411
61,HH,379,during,0
61,HH,385,pre,941.0085486
61,HH,385,post,0
61,HH,385,during,0
61,HH,388,pre,2149.772101
61,HH,388,post,2635.334485
61,HH,388,during,0
61,HH,391,pre,1223.541613
61,HH,391,post,3716.179835
61,HH,391,during,2309.896578
61,HH,393,pre,0
61,HH,393,post,5834.822332
61,HH,393,during,0
61,HH,396,pre,0
61,HH,396,post,3233.623365
61,HH,396,during,2590.094801
61,HH,397,pre,0
61,HH,397,post,1167.281478
61,HH,397,during,1220.91663
61,HH,399,pre,0
61,HH,399,post,838.0855892
61,HH,399,during,0
61,HH,413,pre,5713.822648
61,HH,413,post,704.833173
61,HH,413,during,2932.144698
61,HH,418,pre,0
61,HH,418,post,0
61,HH,418,during,0
61,HH,426,pre,0
61,HH,426,post,134.6540173
61,HH,426,during,865.5268136
61,HH,428,pre,3418.299855
61,HH,428,post,0
61,HH,428,during,0
61,HH,430,pre,883.133505
61,HH,430,post,4075.64007
61,HH,430,during,2988.925576
61,HH,439,pre,1125.795992
61,HH,439,post,1180.442033
61,HH,439,during,2359.56219
61,HH,440,pre,4559.965923
61,HH,440,post,6098.369101
61,HH,440,during,1983.943747
61,HH,442,pre,826.602774
61,HH,442,post,2366.697931
61,HH,442,during,1478.486693
61,HS,7,pre,0
61,HS,7,post,438.5549211
61,HS,7,during,2164.171516
61,HS,80,pre,0
61,HS,80,post,6076.963524
61,HS,80,during,3325.874262
61,HS,85,pre,3945.19893
61,HS,85,post,3490.774566
61,HS,85,during,1457.253745
61,HS,96,pre,2416.528065
61,HS,96,post,1392.656451
61,HS,96,during,2113.043796
61,HS,110,pre,0
61,HS,110,post,1706.45599
61,HS,110,during,2235.275629
61,HS,112,pre,2736.767527
61,HS,112,post,548.5682548
61,HS,112,during,0
61,HS,183,pre,0
61,HS,183,post,0
61,HS,183,during,5928.804098
61,HS,204,pre,429.6299542
61,HS,204,post,593.6419334
61,HS,204,during,3719.979701
61,HS,230,pre,2808.973624
61,HS,230,post,976.1433586
61,HS,230,during,0
61,HS,234,pre,0
61,HS,234,post,5906.869324
61,HS,234,during,865.1190505
61,HS,251,pre,11528.04677
61,HS,251,post,1567.240626
61,HS,251,during,2497.803267
61,HS,339,pre,0
61,HS,339,post,0
61,HS,339,during,2689.936181
61,HS,397,pre,3093.021892
61,HS,397,post,4000.694646
61,HS,397,during,5510.711549
61,IP,1,pre,2983.225152
61,IP,1,post,4889.14519
61,IP,1,during,0
61,IP,2,pre,2201.224539
61,IP,2,post,987.7739944
61,IP,2,during,1285.379452
61,IP,5,pre,3845.16824
61,IP,5,post,0
61,IP,5,during,1662.278112
61,IP,7,pre,0
61,IP,7,post,4853.118875
61,IP,7,during,3043.101361
61,IP,9,pre,6627.161828
61,IP,9,post,0
61,IP,9,during,1633.419209
61,IP,10,pre,4442.650425
61,IP,10,post,3634.514314
61,IP,10,during,1221.771452
61,IP,12,pre,5304.123961
61,IP,12,post,0
61,IP,12,during,0
61,IP,14,pre,0
61,IP,14,post,4181.036962
61,IP,14,during,1415.135058
61,IP,15,pre,0
61,IP,15,post,0
61,IP,15,during,0
61,IP,19,pre,0
61,IP,19,post,2356.593321
61,IP,19,during,3703.370182
61,IP,22,pre,1352.23973
61,IP,22,post,541.3716092
61,IP,22,during,531.5154543
61,IP,23,pre,0
61,IP,23,post,0
61,IP,23,during,1195.239846
61,IP,25,pre,0
61,IP,25,post,2667.870382
61,IP,25,during,0
61,IP,31,pre,880.4863513
61,IP,31,post,940.1892369
61,IP,31,during,2055.860572
61,IP,33,pre,0
61,IP,33,post,0
61,IP,33,during,1954.413396
61,IP,56,pre,0
61,IP,56,post,3183.344636
61,IP,56,during,3506.999217
61,IP,65,pre,3920.987441
61,IP,65,post,0
61,IP,65,during,2599.301673
61,IP,73,pre,1858.954938
61,IP,73,post,2768.821386
61,IP,73,during,406.2715076
61,IP,77,pre,5352.281947
61,IP,77,post,0
61,IP,77,during,0
61,IP,78,pre,0
61,IP,78,post,4739.235945
61,IP,78,during,6080.248089
61,IP,79,pre,426.339877
61,IP,79,post,0
61,IP,79,during,0
61,IP,80,pre,3728.443496
61,IP,80,post,6870.200172
61,IP,80,during,893.1156472
61,IP,81,pre,594.2933155
61,IP,81,post,3457.783883
61,IP,81,during,0
61,IP,82,pre,963.9565683
61,IP,82,post,1220.212529
61,IP,82,during,2000.110267
61,IP,85,pre,5838.305206
61,IP,85,post,1393.830268
61,IP,85,during,0
61,IP,86,pre,3915.743697
61,IP,86,post,8374.00048
61,IP,86,during,0
61,IP,89,pre,711.0790897
61,IP,89,post,0
61,IP,89,during,2666.339108
61,IP,91,pre,3436.450849
61,IP,91,post,0
61,IP,91,during,5453.515955
61,IP,96,pre,790.0979819
61,IP,96,post,323.5222619
61,IP,96,during,0
61,IP,103,pre,0
61,IP,103,post,7621.094079
61,IP,103,during,3731.648773
61,IP,104,pre,3074.557933
61,IP,104,post,5199.844409
61,IP,104,during,140.2343994
61,IP,109,pre,636.2137458
61,IP,109,post,3742.685434
61,IP,109,during,1331.437924
61,IP,110,pre,3083.903329
61,IP,110,post,1733.43204
61,IP,110,during,0
61,IP,111,pre,4735.839223
61,IP,111,post,2762.735281
61,IP,111,during,1927.935284
61,IP,112,pre,0
61,IP,112,post,0
61,IP,112,during,1303.976969
61,IP,113,pre,7594.922348
61,IP,113,post,0
61,IP,113,during,8040.029041
61,IP,115,pre,1620.104497
61,IP,115,post,1084.667431
61,IP,115,during,199.2880583
61,IP,116,pre,860.9171465
61,IP,116,post,2458.683357
61,IP,116,during,0
61,IP,118,pre,4392.384159
61,IP,118,post,4776.966658
61,IP,118,during,5584.436335
61,IP,119,pre,5493.256171
61,IP,119,post,1012.332541
61,IP,119,during,0
61,IP,120,pre,0
61,IP,120,post,5318.270017
61,IP,120,during,2896.178713
61,IP,123,pre,2088.98366
61,IP,123,post,6363.895606
61,IP,123,during,2180.773274
61,IP,127,pre,6318.259174
61,IP,127,post,0
61,IP,127,during,3980.772379
61,IP,129,pre,0
61,IP,129,post,7323.035458
61,IP,129,during,594.1603716
61,IP,130,pre,663.8078672
61,IP,130,post,3588.725396
61,IP,130,during,1982.516032
61,IP,134,pre,5601.999867
61,IP,134,post,0
61,IP,134,during,1485.881309
61,IP,137,pre,5978.506872
61,IP,137,post,0
61,IP,137,during,4406.800488
61,IP,139,pre,452.9397366
61,IP,139,post,1683.930334
61,IP,139,during,1566.888374
61,IP,140,pre,3967.758727
61,IP,140,post,77.28817974
61,IP,140,during,4058.056974
61,IP,141,pre,3183.24123
61,IP,141,post,0
61,IP,141,during,1371.074167
61,IP,144,pre,0
61,IP,144,post,0
61,IP,144,during,2427.169745
61,IP,145,pre,977.0142243
61,IP,145,post,6610.909644
61,IP,145,during,0
61,IP,147,pre,1146.929334
61,IP,147,post,6540.594988
61,IP,147,during,0
61,IP,148,pre,3790.889082
61,IP,148,post,778.1782732
61,IP,148,during,0
61,IP,149,pre,0
61,IP,149,post,0
61,IP,149,during,0
61,IP,150,pre,4299.230379
61,IP,150,post,5903.590013
61,IP,150,during,1715.121216
61,IP,151,pre,897.7165363
61,IP,151,post,2629.701479
61,IP,151,during,0
61,IP,152,pre,4534.50123
61,IP,152,post,0
61,IP,152,during,2337.900362
61,IP,155,pre,3304.107184
61,IP,155,post,5214.335833
61,IP,155,during,0
61,IP,156,pre,104.7942297
61,IP,156,post,0
61,IP,156,during,4682.120277
61,IP,161,pre,3109.498192
61,IP,161,post,0
61,IP,161,during,4322.10562
61,IP,163,pre,0
61,IP,163,post,5409.134972
61,IP,163,during,0
61,IP,166,pre,597.6698533
61,IP,166,post,0
61,IP,166,during,4875.042824
61,IP,171,pre,1246.762709
61,IP,171,post,3078.937564
61,IP,171,during,0
61,IP,172,pre,4263.228435
61,IP,172,post,443.8136472
61,IP,172,during,3364.923551
61,IP,179,pre,338.9052371
61,IP,179,post,426.7944968
61,IP,179,during,0
61,IP,180,pre,0
61,IP,180,post,2106.858861
61,IP,180,during,3871.04746
61,IP,181,pre,7636.453065
61,IP,181,post,1325.493558
61,IP,181,during,1016.626174
61,IP,183,pre,2403.395394
61,IP,183,post,0
61,IP,183,during,3800.710683
61,IP,184,pre,7439.00691
61,IP,184,post,4616.392693
61,IP,184,during,0
61,IP,186,pre,1787.034142
61,IP,186,post,585.9691506
61,IP,186,during,650.6971227
61,IP,187,pre,1438.369347
61,IP,187,post,0
61,IP,187,during,2776.265256
61,IP,190,pre,0
61,IP,190,post,1519.064761
61,IP,190,during,3542.432794
61,IP,191,pre,6363.138377
61,IP,191,post,238.4218733
61,IP,191,during,1398.059155
61,IP,192,pre,0
61,IP,192,post,0
61,IP,192,during,3229.698397
61,IP,197,pre,557.3913951
61,IP,197,post,1292.151886
61,IP,197,during,4810.194505
61,IP,200,pre,3969.330759
61,IP,200,post,0
61,IP,200,during,3541.105659
61,IP,201,pre,3126.582392
61,IP,201,post,5829.580382
61,IP,201,during,3747.655705
61,IP,204,pre,1116.690607
61,IP,204,post,0
61,IP,204,during,0
61,IP,205,pre,0
61,IP,205,post,1422.087778
61,IP,205,during,2216.115054
61,IP,209,pre,2704.905286
61,IP,209,post,0
61,IP,209,during,499.0218357
61,IP,210,pre,252.4914779
61,IP,210,post,1730.771309
61,IP,210,during,1192.418967
61,IP,213,pre,3237.688167
61,IP,213,post,0
61,IP,213,during,2087.114427
61,IP,216,pre,742.1403672
61,IP,216,post,4825.048301
61,IP,216,during,486.1359048
61,IP,217,pre,0
61,IP,217,post,0
61,IP,217,during,247.9020445
61,IP,218,pre,0
61,IP,218,post,0
61,IP,218,during,4433.900508
61,IP,222,pre,0
61,IP,222,post,4792.970312
61,IP,222,during,878.1832168
61,IP,227,pre,155.9210777
61,IP,227,post,627.1312714
61,IP,227,during,3010.154549
61,IP,230,pre,0
61,IP,230,post,2197.564173
61,IP,230,during,717.0024461
61,IP,232,pre,2759.67601
61,IP,232,post,0
61,IP,232,during,0
61,IP,233,pre,468.9291521
61,IP,233,post,94.75911469
61,IP,233,during,0
61,IP,234,pre,999.6531604
61,IP,234,post,3955.673349
61,IP,234,during,0
61,IP,235,pre,2868.004639
61,IP,235,post,1260.266633
61,IP,235,during,1945.47402
61,IP,236,pre,2960.29324
61,IP,236,post,300.2168154
61,IP,236,during,0
61,IP,240,pre,749.0462427
61,IP,240,post,2171.24045
61,IP,240,during,1532.770753
61,IP,243,pre,0
61,IP,243,post,3925.860489
61,IP,243,during,0
61,IP,244,pre,0
61,IP,244,post,4884.754999
61,IP,244,during,1511.46143
61,IP,245,pre,8365.214995
61,IP,245,post,3019.847661
61,IP,245,during,486.3981498
61,IP,246,pre,4348.060635
61,IP,246,post,2061.466767
61,IP,246,during,2921.975376
61,IP,248,pre,4620.509482
61,IP,248,post,0
61,IP,248,during,51.75439243
61,IP,250,pre,0
61,IP,250,post,1742.132616
61,IP,250,during,3492.017886
61,IP,251,pre,1836.741662
61,IP,251,post,7202.75753
61,IP,251,during,1153.803814
61,IP,253,pre,0
61,IP,253,post,8806.437175
61,IP,253,during,5671.163995
61,IP,256,pre,1626.38297
61,IP,256,post,5987.857255
61,IP,256,during,178.5318113
61,IP,258,pre,0
61,IP,258,post,0
61,IP,258,during,6847.581798
61,IP,259,pre,0
61,IP,259,post,0
61,IP,259,during,1851.20873
61,IP,262,pre,4834.463912
61,IP,262,post,1379.324316
61,IP,262,during,2153.074717
61,IP,263,pre,4424.609427
61,IP,263,post,3407.493815
61,IP,263,during,11930.37984
61,IP,267,pre,0
61,IP,267,post,533.7259207
61,IP,267,during,1281.079079
61,IP,268,pre,4887.359917
61,IP,268,post,2269.187101
61,IP,268,during,0
61,IP,270,pre,5932.881335
61,IP,270,post,5912.089844
61,IP,270,during,4399.20231
61,IP,273,pre,2377.9402
61,IP,273,post,0
61,IP,273,during,0
61,IP,274,pre,543.5274133
61,IP,274,post,10333.47142
61,IP,274,during,0
61,IP,276,pre,1846.84421
61,IP,276,post,682.5099423
61,IP,276,during,2237.483534
61,IP,278,pre,0
61,IP,278,post,2285.89346
61,IP,278,during,2719.303682
61,IP,279,pre,0
61,IP,279,post,5281.055804
61,IP,279,during,5232.45215
61,IP,281,pre,5798.258221
61,IP,281,post,4520.116121
61,IP,281,during,0
61,IP,283,pre,3123.536619
61,IP,283,post,170.4258398
61,IP,283,during,8596.339739
61,IP,284,pre,3352.567785
61,IP,284,post,2076.988316
61,IP,284,during,8636.198117
61,IP,285,pre,1731.808292
61,IP,285,post,5598.586311
61,IP,285,during,0
61,IP,288,pre,2494.35451
61,IP,288,post,1562.666064
61,IP,288,during,0
61,IP,289,pre,3565.376781
61,IP,289,post,518.1470543
61,IP,289,during,633.097929
61,IP,292,pre,0
61,IP,292,post,4595.761751
61,IP,292,during,0
61,IP,295,pre,0
61,IP,295,post,1174.243729
61,IP,295,during,4966.528338
61,IP,296,pre,0
61,IP,296,post,907.0357288
61,IP,296,during,3834.780213
61,IP,297,pre,2309.778046
61,IP,297,post,0
61,IP,297,during,7716.99888
61,IP,299,pre,0
61,IP,299,post,1872.603515
61,IP,299,during,118.4540826
61,IP,300,pre,4241.751453
61,IP,300,post,3370.362822
61,IP,300,during,2095.72612
61,IP,301,pre,0
61,IP,301,post,340.2696507
61,IP,301,during,0
61,IP,303,pre,0
61,IP,303,post,4387.466464
61,IP,303,during,0
61,IP,304,pre,259.4153132
61,IP,304,post,2433.783313
61,IP,304,during,0
61,IP,307,pre,3145.132698
61,IP,307,post,0
61,IP,307,during,0
61,IP,308,pre,0
61,IP,308,post,7123.380652
61,IP,308,during,2031.62066
61,IP,309,pre,4195.767442
61,IP,309,post,2125.510593
61,IP,309,during,733.3352532
61,IP,311,pre,371.7328996
61,IP,311,post,0
61,IP,311,during,0
61,IP,312,pre,0
61,IP,312,post,88.82809675
61,IP,312,during,2415.814468
61,IP,314,pre,0
61,IP,314,post,1017.06409
61,IP,314,during,0
61,IP,318,pre,1979.07092
61,IP,318,post,878.6343294
61,IP,318,during,0
61,IP,319,pre,487.746715
61,IP,319,post,6324.509842
61,IP,319,during,0
61,IP,320,pre,933.6532022
61,IP,320,post,7560.414112
61,IP,320,during,0
61,IP,324,pre,3405.69836
61,IP,324,post,7315.950615
61,IP,324,during,2751.784645
61,IP,325,pre,2421.304945
61,IP,325,post,1663.805466
61,IP,325,during,4127.26611
61,IP,326,pre,0
61,IP,326,post,0
61,IP,326,during,3012.512327
61,IP,327,pre,0
61,IP,327,post,1076.317717
61,IP,327,during,0
61,IP,328,pre,549.9520566
61,IP,328,post,0
61,IP,328,during,261.6212158
61,IP,329,pre,1283.482169
